Time (fs),MSD
0.0,0.0
5000.000000000001,6.209969247802056
10000.000000000002,7.98697598758177
15000.000000000004,9.264721579906608
20000.000000000004,9.637535422351993
25000.000000000004,9.546150412072949
30000.000000000007,10.577997335671197
35000.00000000001,10.162307253709148
40000.00000000001,10.921507126791
45000.00000000001,11.060548626250226
50000.00000000001,11.179718836598918
55000.00000000001,12.416349397692594
60000.000000000015,13.512209272841785
65000.000000000015,16.413809911579246
70000.00000000001,16.987136145182127
75000.00000000001,17.27773712265625
80000.00000000001,16.79868861248638
85000.00000000001,16.58969583771766
90000.00000000001,17.064049896741896
95000.00000000001,17.45808550704405
100000.00000000001,17.025663088022355
105000.00000000001,18.78267107446139
110000.00000000001,17.568688809461808
115000.00000000003,18.614259306015068
120000.00000000003,19.37774760395982
125000.00000000003,18.901209883204473
130000.00000000003,20.731842657631955
135000.00000000003,21.135283575040248
140000.00000000003,20.777272525278143
145000.00000000003,21.445277161795403
150000.00000000003,21.31599716554926
155000.00000000003,20.83472745997435
160000.00000000003,21.282116757815515
165000.00000000003,21.649302482496815
170000.00000000003,21.271439888880053
175000.00000000003,22.62833064012955
180000.00000000003,22.808831999858423
185000.00000000003,22.974447216238893
190000.00000000003,22.702899126227877
195000.00000000003,21.720816205232342
200000.00000000003,23.72549846082921
205000.00000000003,26.119735771354573
210000.00000000003,24.338985745738338
215000.00000000003,25.29421880017409
220000.00000000003,26.863686513037944
225000.00000000006,27.380408906288366
230000.00000000006,27.785163917440272
235000.00000000006,26.977911256269802
240000.00000000006,27.0627210821776
245000.00000000006,27.07963890719916
250000.00000000006,27.20754891478611
255000.00000000006,26.950836835527586
260000.00000000006,25.6410764416805
265000.00000000006,24.205767127847153
270000.00000000006,25.50915414215378
275000.00000000006,26.213681744599473
280000.00000000006,26.769855167382996
285000.00000000006,27.48226204977469
290000.00000000006,28.715643816237794
295000.00000000006,29.23218207349044
300000.00000000006,27.37775229184528
305000.00000000006,27.6558768764894
310000.00000000006,28.791397899711892
315000.00000000006,28.32202959342013
320000.00000000006,29.472200719782577
325000.00000000006,29.664380670894918
330000.00000000006,26.808902610700436
335000.00000000006,28.14000211699608
340000.00000000006,27.731542278141767
345000.00000000006,29.330771421035006
350000.00000000006,28.55239484523827
355000.00000000006,28.268545799443867
360000.00000000006,30.053054947079136
365000.00000000006,27.250852142329855
370000.00000000006,26.86124012684082
375000.0000000001,27.768390568863772
380000.00000000006,28.120389393208825
385000.0000000001,27.029226012532337
390000.00000000006,27.236635061978205
395000.0000000001,27.982767919259384
400000.00000000006,27.667622487799978
405000.0000000001,27.360348169953255
410000.00000000006,26.51977605221613
415000.0000000001,26.591065328679292
420000.00000000006,26.85406129638286
425000.0000000001,28.199000627942436
430000.00000000006,28.88762456627282
435000.00000000006,29.53277491240048
440000.00000000006,29.938625336082396
445000.00000000006,31.537345355473956
450000.0000000001,31.24560111663274
455000.00000000006,32.14418179816359
460000.0000000001,31.99698920517515
465000.00000000006,30.51821533693314
470000.0000000001,30.457328873326627
475000.00000000006,31.35404664165067
480000.0000000001,33.65173756675295
485000.00000000006,33.959899425545984
490000.0000000001,33.06443195379706
495000.00000000006,33.730199841997695
500000.0000000001,34.36862315340327
505000.00000000006,33.42467256928558
510000.0000000001,33.41671883419444
515000.0000000001,33.68309743329
520000.0000000001,33.70051577942939
525000.0000000001,34.13367871163755
530000.0000000001,34.96085161424199
535000.0000000001,35.287019096323775
540000.0000000001,35.299599069307526
545000.0000000001,35.87593352008316
550000.0000000001,36.927740586978764
555000.0000000001,37.72449592685987
560000.0000000001,36.91905520377938
565000.0000000001,38.117984383492015
570000.0000000001,39.85631729451151
575000.0000000001,38.37577028127025
580000.0000000001,39.049785688759684
585000.0000000001,38.56312511039996
590000.0000000001,37.87374665821976
595000.0000000001,39.00842888765045
600000.0000000001,37.49031038039893
605000.0000000001,37.19741204918317
610000.0000000001,38.92418715090251
615000.0000000001,37.97324097626888
620000.0000000001,37.349163238887655
625000.0000000001,37.79165487527879
630000.0000000001,38.05406031421895
635000.0000000001,37.53660887428412
640000.0000000001,38.564345167402365
645000.0000000001,39.3842786574474
650000.0000000001,40.06020835872491
655000.0000000001,40.85624281510846
660000.0000000001,40.41624055060688
665000.0000000001,40.69571076018618
670000.0000000001,39.87734423451426
675000.0000000001,38.56630546788541
680000.0000000001,38.212926091177955
685000.0000000002,36.97595649025142
690000.0000000001,38.741836928324
695000.0000000001,39.442011056947635
700000.0000000001,40.52364621694988
705000.0000000002,40.38034649848934
710000.0000000001,39.63929094572498
715000.0000000001,38.81815771754867
720000.0000000001,40.84368913473709
725000.0000000002,40.162356446439574
730000.0000000001,39.63632060689788
735000.0000000001,38.18748692171979
740000.0000000001,39.55430904011164
745000.0000000002,39.44264000430163
750000.0000000002,39.62848267748615
755000.0000000001,40.20119460065332
760000.0000000001,40.67213718273184
765000.0000000001,40.867508978605215
770000.0000000002,39.79708144199305
775000.0000000001,39.792154163243154
780000.0000000001,41.22447432189761
785000.0000000001,40.076759571732055
790000.0000000002,40.39520909561755
795000.0000000001,40.31887169985177
800000.0000000001,39.41701485514908
805000.0000000001,41.117752440381985
810000.0000000002,41.63056695246154
815000.0000000001,41.497582959564994
820000.0000000001,41.7165914578498
825000.0000000001,43.12180421352792
830000.0000000002,42.7811722929803
