Time_ps	1_index	2_index	Distance_A
0.000	576	576	0.000
0.000	576	641	2.951
0.000	577	577	0.000
0.000	577	617	2.754
0.000	577	640	2.969
0.000	578	578	0.000
0.000	578	643	2.998
0.000	579	579	0.000
0.000	580	580	0.000
0.000	580	588	2.769
0.000	581	581	0.000
0.000	581	585	2.967
0.000	581	589	2.655
0.000	581	613	2.773
0.000	582	582	0.000
0.000	582	590	2.726
0.000	582	614	2.935
0.000	583	583	0.000
0.000	583	591	2.748
0.000	583	615	2.917
0.000	584	584	0.000
0.000	584	604	2.885
0.000	585	581	2.967
0.000	585	585	0.000
0.000	585	605	2.780
0.000	585	613	2.996
0.000	586	586	0.000
0.000	586	606	2.795
0.000	586	614	2.964
0.000	587	587	0.000
0.000	587	607	2.771
0.000	587	615	2.960
0.000	588	580	2.769
0.000	588	588	0.000
0.000	588	608	2.704
0.000	588	640	2.949
0.000	589	581	2.655
0.000	589	589	0.000
0.000	589	609	2.683
0.000	590	582	2.726
0.000	590	590	0.000
0.000	590	610	2.852
0.000	590	642	2.852
0.000	591	583	2.748
0.000	591	591	0.000
0.000	592	592	0.000
0.000	592	600	2.767
0.000	592	624	2.749
0.000	593	593	0.000
0.000	593	625	2.928
0.000	594	594	0.000
0.000	594	626	2.857
0.000	595	595	0.000
0.000	595	627	2.779
0.000	596	596	0.000
0.000	596	600	2.905
0.000	596	616	2.866
0.000	597	597	0.000
0.000	597	601	2.883
0.000	597	617	2.896
0.000	598	598	0.000
0.000	598	602	2.708
0.000	598	618	2.840
0.000	599	599	0.000
0.000	599	603	2.764
0.000	599	619	2.774
0.000	600	592	2.767
0.000	600	596	2.905
0.000	600	600	0.000
0.000	600	612	2.787
0.000	600	644	2.761
0.000	601	597	2.883
0.000	601	601	0.000
0.000	601	613	2.941
0.000	601	645	2.824
0.000	602	598	2.708
0.000	602	602	0.000
0.000	602	614	2.849
0.000	602	646	2.934
0.000	603	599	2.764
0.000	603	603	0.000
0.000	603	615	2.800
0.000	603	647	2.907
0.000	604	584	2.885
0.000	604	604	0.000
0.000	604	640	2.853
0.000	605	585	2.780
0.000	605	605	0.000
0.000	605	609	2.976
0.000	605	641	2.878
0.000	606	586	2.795
0.000	606	606	0.000
0.000	606	610	2.787
0.000	607	587	2.771
0.000	607	607	0.000
0.000	607	611	2.919
0.000	608	588	2.704
0.000	608	608	0.000
0.000	608	632	2.968
0.000	609	589	2.683
0.000	609	605	2.976
0.000	609	609	0.000
0.000	609	633	2.799
0.000	610	590	2.852
0.000	610	606	2.787
0.000	610	610	0.000
0.000	611	607	2.919
0.000	611	611	0.000
0.000	611	635	2.951
0.000	612	600	2.787
0.000	612	612	0.000
0.000	612	632	2.708
0.000	613	581	2.773
0.000	613	585	2.996
0.000	613	601	2.941
0.000	613	613	0.000
0.000	613	633	2.734
0.000	614	582	2.935
0.000	614	586	2.964
0.000	614	602	2.849
0.000	614	614	0.000
0.000	615	583	2.917
0.000	615	587	2.960
0.000	615	603	2.800
0.000	615	615	0.000
0.000	615	635	2.785
0.000	616	596	2.866
0.000	616	616	0.000
0.000	616	644	2.837
0.000	617	577	2.754
0.000	617	597	2.896
0.000	617	617	0.000
0.000	617	645	2.708
0.000	618	598	2.840
0.000	618	618	0.000
0.000	618	646	2.890
0.000	619	599	2.774
0.000	619	619	0.000
0.000	619	647	2.779
0.000	620	620	0.000
0.000	620	628	2.907
0.000	620	632	2.730
0.000	621	621	0.000
0.000	621	629	2.753
0.000	621	633	2.775
0.000	622	622	0.000
0.000	622	630	2.840
0.000	622	634	2.974
0.000	623	623	0.000
0.000	623	631	2.782
0.000	623	635	2.978
0.000	624	592	2.749
0.000	624	624	0.000
0.000	624	628	2.901
0.000	625	593	2.928
0.000	625	625	0.000
0.000	625	629	2.926
0.000	626	594	2.857
0.000	626	626	0.000
0.000	627	595	2.779
0.000	627	627	0.000
0.000	627	631	2.927
0.000	628	620	2.907
0.000	628	624	2.901
0.000	628	628	0.000
0.000	629	621	2.753
0.000	629	625	2.926
0.000	629	629	0.000
0.000	630	622	2.840
0.000	630	630	0.000
0.000	631	623	2.782
0.000	631	627	2.927
0.000	631	631	0.000
0.000	632	608	2.968
0.000	632	612	2.708
0.000	632	620	2.730
0.000	632	632	0.000
0.000	633	609	2.799
0.000	633	613	2.734
0.000	633	621	2.775
0.000	633	633	0.000
0.000	634	622	2.974
0.000	634	634	0.000
0.000	635	611	2.951
0.000	635	615	2.785
0.000	635	623	2.978
0.000	635	635	0.000
0.000	636	636	0.000
0.000	637	637	0.000
0.000	638	638	0.000
0.000	639	639	0.000
0.000	640	577	2.969
0.000	640	588	2.949
0.000	640	604	2.853
0.000	640	640	0.000
0.000	641	576	2.951
0.000	641	605	2.878
0.000	641	641	0.000
0.000	642	590	2.852
0.000	642	642	0.000
0.000	643	578	2.998
0.000	643	643	0.000
0.000	644	600	2.761
0.000	644	616	2.837
0.000	644	644	0.000
0.000	645	601	2.824
0.000	645	617	2.708
0.000	645	645	0.000
0.000	646	602	2.934
0.000	646	618	2.890
0.000	646	646	0.000
0.000	647	603	2.907
0.000	647	619	2.779
0.000	647	647	0.000
5.000	576	576	0.000
5.000	576	589	2.357
5.000	576	600	2.609
5.000	576	641	2.678
5.000	577	577	0.000
5.000	577	640	2.452
5.000	578	578	0.000
5.000	578	587	2.728
5.000	578	643	2.578
5.000	579	579	0.000
5.000	579	586	2.469
5.000	579	642	2.476
5.000	580	580	0.000
5.000	580	612	2.543
5.000	580	636	2.849
5.000	581	581	0.000
5.000	581	638	2.630
5.000	582	582	0.000
5.000	582	642	2.893
5.000	583	583	0.000
5.000	583	607	2.881
5.000	583	611	2.951
5.000	583	643	2.374
5.000	584	584	0.000
5.000	584	640	2.672
5.000	585	585	0.000
5.000	586	579	2.469
5.000	586	586	0.000
5.000	586	614	2.708
5.000	587	578	2.728
5.000	587	587	0.000
5.000	588	588	0.000
5.000	588	640	2.719
5.000	589	576	2.357
5.000	589	589	0.000
5.000	589	605	2.800
5.000	590	590	0.000
5.000	590	606	2.499
5.000	591	591	0.000
5.000	592	592	0.000
5.000	592	632	2.773
5.000	592	644	2.814
5.000	593	593	0.000
5.000	593	601	2.840
5.000	593	625	2.610
5.000	594	594	0.000
5.000	594	626	2.455
5.000	594	630	2.589
5.000	595	595	0.000
5.000	595	599	2.870
5.000	595	627	2.853
5.000	595	635	2.978
5.000	596	596	0.000
5.000	596	612	2.817
5.000	596	644	2.884
5.000	597	597	0.000
5.000	597	617	2.758
5.000	598	598	0.000
5.000	598	646	2.668
5.000	599	595	2.870
5.000	599	599	0.000
5.000	600	576	2.609
5.000	600	600	0.000
5.000	600	644	2.970
5.000	601	593	2.840
5.000	601	601	0.000
5.000	602	602	0.000
5.000	602	626	2.950
5.000	603	603	0.000
5.000	603	647	2.938
5.000	604	604	0.000
5.000	604	608	2.821
5.000	605	589	2.800
5.000	605	605	0.000
5.000	606	590	2.499
5.000	606	606	0.000
5.000	606	610	2.519
5.000	607	583	2.881
5.000	607	607	0.000
5.000	608	604	2.821
5.000	608	608	0.000
5.000	609	609	0.000
5.000	610	606	2.519
5.000	610	610	0.000
5.000	611	583	2.951
5.000	611	611	0.000
5.000	612	580	2.543
5.000	612	596	2.817
5.000	612	612	0.000
5.000	613	613	0.000
5.000	613	617	2.789
5.000	614	586	2.708
5.000	614	614	0.000
5.000	615	615	0.000
5.000	616	616	0.000
5.000	617	597	2.758
5.000	617	613	2.789
5.000	617	617	0.000
5.000	617	645	2.674
5.000	618	618	0.000
5.000	619	619	0.000
5.000	619	623	2.756
5.000	619	635	2.926
5.000	620	620	0.000
5.000	620	644	2.799
5.000	621	621	0.000
5.000	621	633	2.968
5.000	622	622	0.000
5.000	622	634	2.799
5.000	623	619	2.756
5.000	623	623	0.000
5.000	623	639	2.710
5.000	624	624	0.000
5.000	624	628	2.601
5.000	625	593	2.610
5.000	625	625	0.000
5.000	625	629	2.620
5.000	626	594	2.455
5.000	626	602	2.950
5.000	626	626	0.000
5.000	627	595	2.853
5.000	627	627	0.000
5.000	627	631	2.441
5.000	628	624	2.601
5.000	628	628	0.000
5.000	628	636	2.819
5.000	629	625	2.620
5.000	629	629	0.000
5.000	630	594	2.589
5.000	630	630	0.000
5.000	631	627	2.441
5.000	631	631	0.000
5.000	632	592	2.773
5.000	632	632	0.000
5.000	633	621	2.968
5.000	633	633	0.000
5.000	634	622	2.799
5.000	634	634	0.000
5.000	634	646	2.380
5.000	635	595	2.978
5.000	635	619	2.926
5.000	635	635	0.000
5.000	636	580	2.849
5.000	636	628	2.819
5.000	636	636	0.000
5.000	637	637	0.000
5.000	637	645	2.883
5.000	638	581	2.630
5.000	638	638	0.000
5.000	639	623	2.710
5.000	639	639	0.000
5.000	640	577	2.452
5.000	640	584	2.672
5.000	640	588	2.719
5.000	640	640	0.000
5.000	641	576	2.678
5.000	641	641	0.000
5.000	642	579	2.476
5.000	642	582	2.893
5.000	642	642	0.000
5.000	643	578	2.578
5.000	643	583	2.374
5.000	643	643	0.000
5.000	644	592	2.814
5.000	644	596	2.884
5.000	644	600	2.970
5.000	644	620	2.799
5.000	644	644	0.000
5.000	645	617	2.674
5.000	645	637	2.883
5.000	645	645	0.000
5.000	646	598	2.668
5.000	646	634	2.380
5.000	646	646	0.000
5.000	647	603	2.938
5.000	647	647	0.000
10.000	576	576	0.000
10.000	576	589	2.522
10.000	576	592	2.917
10.000	576	600	2.898
10.000	577	577	0.000
10.000	577	604	2.868
10.000	577	640	2.632
10.000	578	578	0.000
10.000	578	611	2.548
10.000	578	643	2.787
10.000	579	579	0.000
10.000	579	586	2.452
10.000	579	642	2.635
10.000	580	580	0.000
10.000	580	612	2.803
10.000	580	636	2.477
10.000	581	581	0.000
10.000	581	630	2.676
10.000	581	638	2.927
10.000	582	582	0.000
10.000	582	614	2.832
10.000	583	583	0.000
10.000	583	607	2.897
10.000	583	643	2.989
10.000	584	584	0.000
10.000	584	640	2.554
10.000	585	585	0.000
10.000	585	605	2.848
10.000	586	579	2.452
10.000	586	586	0.000
10.000	586	614	2.912
10.000	587	587	0.000
10.000	587	611	2.671
10.000	588	588	0.000
10.000	588	640	2.603
10.000	589	576	2.522
10.000	589	589	0.000
10.000	589	605	2.532
10.000	590	590	0.000
10.000	590	606	2.657
10.000	590	614	2.827
10.000	591	591	0.000
10.000	591	625	2.782
10.000	592	576	2.917
10.000	592	592	0.000
10.000	592	632	2.948
10.000	593	593	0.000
10.000	593	601	2.668
10.000	593	625	2.778
10.000	594	594	0.000
10.000	594	626	2.496
10.000	594	630	2.579
10.000	595	595	0.000
10.000	595	599	2.734
10.000	595	627	2.600
10.000	595	635	2.681
10.000	596	596	0.000
10.000	596	615	2.906
10.000	596	628	2.674
10.000	597	597	0.000
10.000	597	617	2.943
10.000	598	598	0.000
10.000	598	622	2.959
10.000	598	646	2.609
10.000	599	595	2.734
10.000	599	599	0.000
10.000	600	576	2.898
10.000	600	600	0.000
10.000	600	644	2.980
10.000	601	593	2.668
10.000	601	601	0.000
10.000	601	613	2.745
10.000	601	633	2.456
10.000	602	602	0.000
10.000	602	626	2.735
10.000	603	603	0.000
10.000	603	639	2.687
10.000	603	647	2.777
10.000	604	577	2.868
10.000	604	604	0.000
10.000	605	585	2.848
10.000	605	589	2.532
10.000	605	605	0.000
10.000	606	590	2.657
10.000	606	606	0.000
10.000	606	610	2.507
10.000	607	583	2.897
10.000	607	607	0.000
10.000	608	608	0.000
10.000	609	609	0.000
10.000	610	606	2.507
10.000	610	610	0.000
10.000	611	578	2.548
10.000	611	587	2.671
10.000	611	611	0.000
10.000	612	580	2.803
10.000	612	612	0.000
10.000	613	601	2.745
10.000	613	613	0.000
10.000	614	582	2.832
10.000	614	586	2.912
10.000	614	590	2.827
10.000	614	614	0.000
10.000	615	596	2.906
10.000	615	615	0.000
10.000	615	641	2.857
10.000	616	616	0.000
10.000	617	597	2.943
10.000	617	617	0.000
10.000	617	645	2.820
10.000	618	618	0.000
10.000	619	619	0.000
10.000	619	635	2.864
10.000	620	620	0.000
10.000	620	624	2.837
10.000	620	636	2.827
10.000	621	621	0.000
10.000	621	633	2.840
10.000	622	598	2.959
10.000	622	622	0.000
10.000	623	623	0.000
10.000	623	635	2.718
10.000	624	620	2.837
10.000	624	624	0.000
10.000	625	591	2.782
10.000	625	593	2.778
10.000	625	625	0.000
10.000	626	594	2.496
10.000	626	602	2.735
10.000	626	626	0.000
10.000	627	595	2.600
10.000	627	627	0.000
10.000	627	631	2.495
10.000	628	596	2.674
10.000	628	628	0.000
10.000	629	629	0.000
10.000	630	581	2.676
10.000	630	594	2.579
10.000	630	630	0.000
10.000	631	627	2.495
10.000	631	631	0.000
10.000	632	592	2.948
10.000	632	632	0.000
10.000	633	601	2.456
10.000	633	621	2.840
10.000	633	633	0.000
10.000	633	637	2.813
10.000	634	634	0.000
10.000	634	646	2.535
10.000	635	595	2.681
10.000	635	619	2.864
10.000	635	623	2.718
10.000	635	635	0.000
10.000	636	580	2.477
10.000	636	620	2.827
10.000	636	636	0.000
10.000	637	633	2.813
10.000	637	637	0.000
10.000	638	581	2.927
10.000	638	638	0.000
10.000	639	603	2.687
10.000	639	639	0.000
10.000	640	577	2.632
10.000	640	584	2.554
10.000	640	588	2.603
10.000	640	640	0.000
10.000	641	615	2.857
10.000	641	641	0.000
10.000	642	579	2.635
10.000	642	642	0.000
10.000	643	578	2.787
10.000	643	583	2.989
10.000	643	643	0.000
10.000	644	600	2.980
10.000	644	644	0.000
10.000	645	617	2.820
10.000	645	645	0.000
10.000	646	598	2.609
10.000	646	634	2.535
10.000	646	646	0.000
10.000	647	603	2.777
10.000	647	647	0.000
15.000	576	576	0.000
15.000	576	589	2.772
15.000	576	600	2.975
15.000	577	577	0.000
15.000	577	604	2.625
15.000	577	640	2.616
15.000	578	578	0.000
15.000	578	611	2.767
15.000	578	643	2.509
15.000	579	579	0.000
15.000	579	586	2.734
15.000	579	642	2.712
15.000	580	580	0.000
15.000	580	612	2.617
15.000	580	636	2.898
15.000	581	581	0.000
15.000	581	582	2.940
15.000	581	634	2.773
15.000	582	581	2.940
15.000	582	582	0.000
15.000	582	590	2.977
15.000	582	614	2.974
15.000	583	583	0.000
15.000	583	643	2.713
15.000	584	584	0.000
15.000	584	640	2.769
15.000	585	585	0.000
15.000	586	579	2.734
15.000	586	586	0.000
15.000	586	614	2.913
15.000	587	587	0.000
15.000	587	611	2.798
15.000	588	588	0.000
15.000	588	613	2.964
15.000	589	576	2.772
15.000	589	589	0.000
15.000	589	605	2.705
15.000	590	582	2.977
15.000	590	590	0.000
15.000	590	606	2.916
15.000	591	591	0.000
15.000	591	625	2.805
15.000	592	592	0.000
15.000	593	593	0.000
15.000	593	601	2.916
15.000	594	594	0.000
15.000	594	626	2.920
15.000	595	595	0.000
15.000	595	599	2.956
15.000	595	619	2.830
15.000	595	627	2.688
15.000	596	596	0.000
15.000	596	615	2.977
15.000	597	597	0.000
15.000	597	637	2.967
15.000	598	598	0.000
15.000	598	618	2.989
15.000	598	646	2.557
15.000	599	595	2.956
15.000	599	599	0.000
15.000	599	647	2.725
15.000	600	576	2.975
15.000	600	600	0.000
15.000	601	593	2.916
15.000	601	601	0.000
15.000	601	617	2.790
15.000	602	602	0.000
15.000	602	626	2.632
15.000	603	603	0.000
15.000	603	635	2.513
15.000	604	577	2.625
15.000	604	604	0.000
15.000	604	608	2.698
15.000	605	589	2.705
15.000	605	605	0.000
15.000	606	590	2.916
15.000	606	606	0.000
15.000	606	610	2.582
15.000	607	607	0.000
15.000	608	604	2.698
15.000	608	608	0.000
15.000	609	609	0.000
15.000	610	606	2.582
15.000	610	610	0.000
15.000	610	632	2.652
15.000	611	578	2.767
15.000	611	587	2.798
15.000	611	611	0.000
15.000	612	580	2.617
15.000	612	612	0.000
15.000	612	615	2.772
15.000	613	588	2.964
15.000	613	613	0.000
15.000	613	617	2.869
15.000	614	582	2.974
15.000	614	586	2.913
15.000	614	614	0.000
15.000	615	596	2.977
15.000	615	612	2.772
15.000	615	615	0.000
15.000	616	616	0.000
15.000	616	624	2.847
15.000	617	601	2.790
15.000	617	613	2.869
15.000	617	617	0.000
15.000	617	645	2.424
15.000	618	598	2.989
15.000	618	618	0.000
15.000	619	595	2.830
15.000	619	619	0.000
15.000	620	620	0.000
15.000	620	636	2.987
15.000	621	621	0.000
15.000	621	625	2.479
15.000	621	633	2.689
15.000	622	622	0.000
15.000	623	623	0.000
15.000	623	635	2.536
15.000	624	616	2.847
15.000	624	624	0.000
15.000	624	644	2.650
15.000	625	591	2.805
15.000	625	621	2.479
15.000	625	625	0.000
15.000	626	594	2.920
15.000	626	602	2.632
15.000	626	626	0.000
15.000	627	595	2.688
15.000	627	627	0.000
15.000	627	631	2.508
15.000	628	628	0.000
15.000	629	629	0.000
15.000	630	630	0.000
15.000	631	627	2.508
15.000	631	631	0.000
15.000	632	610	2.652
15.000	632	632	0.000
15.000	632	644	2.678
15.000	633	621	2.689
15.000	633	633	0.000
15.000	633	637	2.808
15.000	634	581	2.773
15.000	634	634	0.000
15.000	634	646	2.485
15.000	635	603	2.513
15.000	635	623	2.536
15.000	635	635	0.000
15.000	636	580	2.898
15.000	636	620	2.987
15.000	636	636	0.000
15.000	637	597	2.967
15.000	637	633	2.808
15.000	637	637	0.000
15.000	638	638	0.000
15.000	639	639	0.000
15.000	640	577	2.616
15.000	640	584	2.769
15.000	640	640	0.000
15.000	641	641	0.000
15.000	642	579	2.712
15.000	642	642	0.000
15.000	643	578	2.509
15.000	643	583	2.713
15.000	643	643	0.000
15.000	644	624	2.650
15.000	644	632	2.678
15.000	644	644	0.000
15.000	645	617	2.424
15.000	645	645	0.000
15.000	646	598	2.557
15.000	646	634	2.485
15.000	646	646	0.000
15.000	647	599	2.725
15.000	647	647	0.000
20.000	576	576	0.000
20.000	576	585	2.752
20.000	576	600	2.748
20.000	577	577	0.000
20.000	577	604	2.634
20.000	577	640	2.511
20.000	578	578	0.000
20.000	578	611	2.825
20.000	578	643	2.539
20.000	579	579	0.000
20.000	579	586	2.550
20.000	579	642	2.835
20.000	580	580	0.000
20.000	580	612	2.677
20.000	580	636	2.681
20.000	581	581	0.000
20.000	582	582	0.000
20.000	582	590	2.783
20.000	583	583	0.000
20.000	583	616	2.879
20.000	583	643	2.766
20.000	584	584	0.000
20.000	584	640	2.972
20.000	585	576	2.752
20.000	585	585	0.000
20.000	585	605	2.615
20.000	585	641	2.682
20.000	586	579	2.550
20.000	586	586	0.000
20.000	587	587	0.000
20.000	587	611	2.868
20.000	588	588	0.000
20.000	588	640	2.787
20.000	589	589	0.000
20.000	589	605	2.580
20.000	590	582	2.783
20.000	590	590	0.000
20.000	590	606	2.557
20.000	591	591	0.000
20.000	591	625	2.518
20.000	591	629	2.916
20.000	592	592	0.000
20.000	592	612	2.710
20.000	593	593	0.000
20.000	593	601	2.768
20.000	593	608	2.708
20.000	593	613	2.706
20.000	594	594	0.000
20.000	594	622	2.641
20.000	594	626	2.619
20.000	595	595	0.000
20.000	595	619	2.702
20.000	595	627	2.677
20.000	596	596	0.000
20.000	596	615	2.830
20.000	597	597	0.000
20.000	597	637	2.943
20.000	598	598	0.000
20.000	598	618	2.658
20.000	598	646	2.721
20.000	599	599	0.000
20.000	600	576	2.748
20.000	600	600	0.000
20.000	601	593	2.768
20.000	601	601	0.000
20.000	602	602	0.000
20.000	602	626	2.630
20.000	603	603	0.000
20.000	603	635	2.691
20.000	603	647	2.975
20.000	604	577	2.634
20.000	604	604	0.000
20.000	605	585	2.615
20.000	605	589	2.580
20.000	605	605	0.000
20.000	605	615	2.521
20.000	606	590	2.557
20.000	606	606	0.000
20.000	606	610	2.510
20.000	607	607	0.000
20.000	608	593	2.708
20.000	608	608	0.000
20.000	609	609	0.000
20.000	609	634	2.704
20.000	609	638	2.811
20.000	610	606	2.510
20.000	610	610	0.000
20.000	610	632	2.967
20.000	611	578	2.825
20.000	611	587	2.868
20.000	611	611	0.000
20.000	612	580	2.677
20.000	612	592	2.710
20.000	612	612	0.000
20.000	613	593	2.706
20.000	613	613	0.000
20.000	614	614	0.000
20.000	615	596	2.830
20.000	615	605	2.521
20.000	615	615	0.000
20.000	616	583	2.879
20.000	616	616	0.000
20.000	616	624	2.881
20.000	617	617	0.000
20.000	617	645	2.536
20.000	618	598	2.658
20.000	618	618	0.000
20.000	619	595	2.702
20.000	619	619	0.000
20.000	619	639	2.726
20.000	620	620	0.000
20.000	620	628	2.876
20.000	620	636	2.878
20.000	621	621	0.000
20.000	621	625	2.576
20.000	621	633	2.922
20.000	622	594	2.641
20.000	622	622	0.000
20.000	623	623	0.000
20.000	623	635	2.583
20.000	624	616	2.881
20.000	624	624	0.000
20.000	625	591	2.518
20.000	625	621	2.576
20.000	625	625	0.000
20.000	626	594	2.619
20.000	626	602	2.630
20.000	626	626	0.000
20.000	627	595	2.677
20.000	627	627	0.000
20.000	627	631	2.576
20.000	628	620	2.876
20.000	628	628	0.000
20.000	629	591	2.916
20.000	629	629	0.000
20.000	630	630	0.000
20.000	631	627	2.576
20.000	631	631	0.000
20.000	632	610	2.967
20.000	632	632	0.000
20.000	633	621	2.922
20.000	633	633	0.000
20.000	634	609	2.704
20.000	634	634	0.000
20.000	634	646	2.556
20.000	635	603	2.691
20.000	635	623	2.583
20.000	635	635	0.000
20.000	636	580	2.681
20.000	636	620	2.878
20.000	636	636	0.000
20.000	637	597	2.943
20.000	637	637	0.000
20.000	637	645	2.771
20.000	638	609	2.811
20.000	638	638	0.000
20.000	639	619	2.726
20.000	639	639	0.000
20.000	640	577	2.511
20.000	640	584	2.972
20.000	640	588	2.787
20.000	640	640	0.000
20.000	641	585	2.682
20.000	641	641	0.000
20.000	642	579	2.835
20.000	642	642	0.000
20.000	643	578	2.539
20.000	643	583	2.766
20.000	643	643	0.000
20.000	644	644	0.000
20.000	645	617	2.536
20.000	645	637	2.771
20.000	645	645	0.000
20.000	646	598	2.721
20.000	646	634	2.556
20.000	646	646	0.000
20.000	647	603	2.975
20.000	647	647	0.000
25.000	576	576	0.000
25.000	576	589	2.893
25.000	576	641	2.885
25.000	577	577	0.000
25.000	577	604	2.554
25.000	577	640	2.594
25.000	578	578	0.000
25.000	578	611	2.830
25.000	578	643	2.492
25.000	579	579	0.000
25.000	579	586	2.549
25.000	580	580	0.000
25.000	580	612	2.385
25.000	580	636	2.973
25.000	581	581	0.000
25.000	581	634	2.697
25.000	582	582	0.000
25.000	583	583	0.000
25.000	583	587	2.854
25.000	584	584	0.000
25.000	585	585	0.000
25.000	585	605	2.764
25.000	585	641	2.879
25.000	586	579	2.549
25.000	586	586	0.000
25.000	586	614	2.679
25.000	587	583	2.854
25.000	587	587	0.000
25.000	587	611	2.759
25.000	588	588	0.000
25.000	588	640	2.889
25.000	589	576	2.893
25.000	589	589	0.000
25.000	589	605	2.418
25.000	590	590	0.000
25.000	590	606	2.875
25.000	591	591	0.000
25.000	591	625	2.514
25.000	591	629	2.714
25.000	592	592	0.000
25.000	592	600	2.784
25.000	592	612	2.615
25.000	593	593	0.000
25.000	593	613	2.607
25.000	593	617	2.653
25.000	594	594	0.000
25.000	594	622	2.979
25.000	594	626	2.485
25.000	595	595	0.000
25.000	595	619	2.752
25.000	595	627	2.589
25.000	596	596	0.000
25.000	596	615	2.738
25.000	596	636	2.879
25.000	597	597	0.000
25.000	597	637	2.845
25.000	598	598	0.000
25.000	598	618	2.810
25.000	598	646	2.565
25.000	599	599	0.000
25.000	599	603	2.631
25.000	599	647	2.983
25.000	600	592	2.784
25.000	600	600	0.000
25.000	601	601	0.000
25.000	601	637	2.956
25.000	602	602	0.000
25.000	602	626	2.523
25.000	602	630	2.993
25.000	603	599	2.631
25.000	603	603	0.000
25.000	603	619	2.917
25.000	603	635	2.508
25.000	604	577	2.554
25.000	604	604	0.000
25.000	605	585	2.764
25.000	605	589	2.418
25.000	605	605	0.000
25.000	605	615	2.778
25.000	606	590	2.875
25.000	606	606	0.000
25.000	606	610	2.757
25.000	607	607	0.000
25.000	607	616	2.824
25.000	607	641	2.745
25.000	608	608	0.000
25.000	609	609	0.000
25.000	609	638	2.965
25.000	610	606	2.757
25.000	610	610	0.000
25.000	611	578	2.830
25.000	611	587	2.759
25.000	611	611	0.000
25.000	612	580	2.385
25.000	612	592	2.615
25.000	612	612	0.000
25.000	613	593	2.607
25.000	613	613	0.000
25.000	614	586	2.679
25.000	614	614	0.000
25.000	615	596	2.738
25.000	615	605	2.778
25.000	615	615	0.000
25.000	616	607	2.824
25.000	616	616	0.000
25.000	617	593	2.653
25.000	617	617	0.000
25.000	617	637	2.908
25.000	617	645	2.556
25.000	618	598	2.810
25.000	618	618	0.000
25.000	619	595	2.752
25.000	619	603	2.917
25.000	619	619	0.000
25.000	619	639	2.820
25.000	620	620	0.000
25.000	620	636	2.948
25.000	621	621	0.000
25.000	622	594	2.979
25.000	622	622	0.000
25.000	623	623	0.000
25.000	623	635	2.507
25.000	624	624	0.000
25.000	625	591	2.514
25.000	625	625	0.000
25.000	626	594	2.485
25.000	626	602	2.523
25.000	626	626	0.000
25.000	627	595	2.589
25.000	627	627	0.000
25.000	627	631	2.587
25.000	628	628	0.000
25.000	629	591	2.714
25.000	629	629	0.000
25.000	630	602	2.993
25.000	630	630	0.000
25.000	631	627	2.587
25.000	631	631	0.000
25.000	632	632	0.000
25.000	633	633	0.000
25.000	634	581	2.697
25.000	634	634	0.000
25.000	634	646	2.589
25.000	635	603	2.508
25.000	635	623	2.507
25.000	635	635	0.000
25.000	636	580	2.973
25.000	636	596	2.879
25.000	636	620	2.948
25.000	636	636	0.000
25.000	637	597	2.845
25.000	637	601	2.956
25.000	637	617	2.908
25.000	637	637	0.000
25.000	638	609	2.965
25.000	638	638	0.000
25.000	639	619	2.820
25.000	639	639	0.000
25.000	640	577	2.594
25.000	640	588	2.889
25.000	640	640	0.000
25.000	641	576	2.885
25.000	641	585	2.879
25.000	641	607	2.745
25.000	641	641	0.000
25.000	642	642	0.000
25.000	643	578	2.492
25.000	643	643	0.000
25.000	644	644	0.000
25.000	645	617	2.556
25.000	645	645	0.000
25.000	646	598	2.565
25.000	646	634	2.589
25.000	646	646	0.000
25.000	647	599	2.983
25.000	647	647	0.000
30.000	576	576	0.000
30.000	576	589	2.827
30.000	577	577	0.000
30.000	577	604	2.868
30.000	577	640	2.608
30.000	578	578	0.000
30.000	578	611	2.567
30.000	578	643	2.715
30.000	579	579	0.000
30.000	579	586	2.855
30.000	580	580	0.000
30.000	580	612	2.905
30.000	580	636	2.459
30.000	581	581	0.000
30.000	581	634	2.910
30.000	582	582	0.000
30.000	582	590	2.721
30.000	583	583	0.000
30.000	583	587	2.954
30.000	583	628	2.835
30.000	583	643	2.745
30.000	584	584	0.000
30.000	584	602	2.456
30.000	585	585	0.000
30.000	585	605	2.621
30.000	585	615	2.986
30.000	585	641	2.812
30.000	586	579	2.855
30.000	586	586	0.000
30.000	586	614	2.570
30.000	587	583	2.954
30.000	587	587	0.000
30.000	587	611	2.796
30.000	587	625	2.646
30.000	588	588	0.000
30.000	588	640	2.959
30.000	589	576	2.827
30.000	589	589	0.000
30.000	589	605	2.491
30.000	590	582	2.721
30.000	590	590	0.000
30.000	590	606	2.596
30.000	591	591	0.000
30.000	591	625	2.377
30.000	591	629	2.814
30.000	592	592	0.000
30.000	592	600	2.824
30.000	592	620	2.987
30.000	593	593	0.000
30.000	593	617	2.832
30.000	594	594	0.000
30.000	594	622	2.482
30.000	595	595	0.000
30.000	595	599	2.861
30.000	595	627	2.681
30.000	596	596	0.000
30.000	596	616	2.916
30.000	597	597	0.000
30.000	598	598	0.000
30.000	599	595	2.861
30.000	599	599	0.000
30.000	599	603	2.933
30.000	599	647	2.854
30.000	600	592	2.824
30.000	600	600	0.000
