Time_ps	1_index	2_index	Distance_A
305.000	597	597	0.000
305.000	597	629	2.368
305.000	597	637	2.931
305.000	598	598	0.000
305.000	598	614	2.931
305.000	599	599	0.000
305.000	599	631	2.553
305.000	600	585	2.606
305.000	600	593	2.376
305.000	600	600	0.000
305.000	601	588	2.881
305.000	601	601	0.000
305.000	601	604	2.673
305.000	601	613	2.880
305.000	602	584	2.547
305.000	602	602	0.000
305.000	603	579	2.967
305.000	603	603	0.000
305.000	603	635	2.902
305.000	603	647	2.808
305.000	604	601	2.673
305.000	604	604	0.000
305.000	604	645	2.669
305.000	605	589	2.732
305.000	605	605	0.000
305.000	605	606	2.728
305.000	606	605	2.728
305.000	606	606	0.000
305.000	606	615	2.551
305.000	607	607	0.000
305.000	607	612	2.649
305.000	607	632	2.576
305.000	607	641	2.986
305.000	608	608	0.000
305.000	608	633	2.917
305.000	609	581	2.754
305.000	609	609	0.000
305.000	609	630	2.500
305.000	610	610	0.000
305.000	610	611	2.842
305.000	610	620	2.801
305.000	611	580	2.874
305.000	611	610	2.842
305.000	611	611	0.000
305.000	611	643	2.933
305.000	612	592	2.872
305.000	612	607	2.649
305.000	612	612	0.000
305.000	613	577	2.600
305.000	613	601	2.880
305.000	613	613	0.000
305.000	613	623	2.656
305.000	614	587	2.497
305.000	614	598	2.931
305.000	614	614	0.000
305.000	615	606	2.551
305.000	615	615	0.000
305.000	615	643	2.727
305.000	616	578	2.960
305.000	616	581	2.880
305.000	616	616	0.000
305.000	617	617	0.000
305.000	617	640	2.982
305.000	618	618	0.000
305.000	618	634	2.624
305.000	619	578	2.647
305.000	619	619	0.000
305.000	620	576	2.560
305.000	620	610	2.801
305.000	620	620	0.000
305.000	621	621	0.000
305.000	621	633	2.984
305.000	621	637	2.864
305.000	622	622	0.000
305.000	622	630	2.616
305.000	623	613	2.656
305.000	623	623	0.000
305.000	623	645	2.471
305.000	624	583	2.919
305.000	624	624	0.000
305.000	624	632	2.647
305.000	625	585	2.854
305.000	625	625	0.000
305.000	626	584	2.503
305.000	626	626	0.000
305.000	627	595	2.814
305.000	627	627	0.000
305.000	628	628	0.000
305.000	628	632	2.554
305.000	628	636	2.621
305.000	629	597	2.368
305.000	629	629	0.000
305.000	629	633	2.705
305.000	630	609	2.500
305.000	630	622	2.616
305.000	630	630	0.000
305.000	631	586	2.922
305.000	631	599	2.553
305.000	631	631	0.000
305.000	632	607	2.576
305.000	632	624	2.647
305.000	632	628	2.554
305.000	632	632	0.000
305.000	633	608	2.917
305.000	633	621	2.984
305.000	633	629	2.705
305.000	633	633	0.000
305.000	634	618	2.624
305.000	634	634	0.000
305.000	635	603	2.902
305.000	635	635	0.000
305.000	635	639	2.566
305.000	636	589	2.883
305.000	636	628	2.621
305.000	636	636	0.000
305.000	637	597	2.931
305.000	637	621	2.864
305.000	637	637	0.000
305.000	638	587	2.631
305.000	638	638	0.000
305.000	639	579	2.817
305.000	639	635	2.566
305.000	639	639	0.000
305.000	640	585	2.952
305.000	640	617	2.982
305.000	640	640	0.000
305.000	641	576	2.650
305.000	641	607	2.986
305.000	641	641	0.000
305.000	642	595	2.486
305.000	642	642	0.000
305.000	643	611	2.933
305.000	643	615	2.727
305.000	643	643	0.000
305.000	644	590	2.824
305.000	644	644	0.000
305.000	645	604	2.669
305.000	645	623	2.471
305.000	645	645	0.000
305.000	646	584	2.545
305.000	646	594	2.797
305.000	646	646	0.000
305.000	647	603	2.808
305.000	647	647	0.000
310.000	576	576	0.000
310.000	576	590	2.600
310.000	576	620	2.471
310.000	576	641	2.809
310.000	577	577	0.000
310.000	578	578	0.000
310.000	578	616	2.987
310.000	578	619	2.809
310.000	578	638	2.898
310.000	579	579	0.000
310.000	579	639	2.749
310.000	580	580	0.000
310.000	580	596	2.845
310.000	580	636	2.703
310.000	581	581	0.000
310.000	581	609	2.768
310.000	582	582	0.000
310.000	582	583	2.718
310.000	583	582	2.718
310.000	583	583	0.000
310.000	583	620	2.711
310.000	584	584	0.000
310.000	584	602	2.574
310.000	584	626	2.858
310.000	584	646	2.491
310.000	585	585	0.000
310.000	585	600	2.895
310.000	586	586	0.000
310.000	586	631	2.685
310.000	587	587	0.000
310.000	587	614	2.686
310.000	587	638	2.504
310.000	588	588	0.000
310.000	588	608	2.636
310.000	589	589	0.000
310.000	589	636	2.696
310.000	590	576	2.600
310.000	590	590	0.000
310.000	591	591	0.000
310.000	591	593	2.849
310.000	591	640	2.874
310.000	592	592	0.000
310.000	592	612	2.844
310.000	593	591	2.849
310.000	593	593	0.000
310.000	593	600	2.668
310.000	594	594	0.000
310.000	595	595	0.000
310.000	595	627	2.798
310.000	595	642	2.363
310.000	596	580	2.845
310.000	596	596	0.000
310.000	596	624	2.749
310.000	597	597	0.000
310.000	597	629	2.585
310.000	598	598	0.000
310.000	598	614	2.841
310.000	598	619	2.990
310.000	599	599	0.000
310.000	599	631	2.606
310.000	599	647	2.922
310.000	600	585	2.895
310.000	600	593	2.668
310.000	600	600	0.000
310.000	601	601	0.000
310.000	601	604	2.808
310.000	601	608	2.901
310.000	602	584	2.574
310.000	602	602	0.000
310.000	602	634	2.935
310.000	603	603	0.000
310.000	603	635	2.541
310.000	604	601	2.808
310.000	604	604	0.000
310.000	604	645	2.603
310.000	605	605	0.000
310.000	605	628	2.725
310.000	606	606	0.000
310.000	606	615	2.605
310.000	606	644	2.861
310.000	607	607	0.000
310.000	607	632	2.538
310.000	608	588	2.636
310.000	608	601	2.901
310.000	608	608	0.000
310.000	609	581	2.768
310.000	609	609	0.000
310.000	609	630	2.574
310.000	610	610	0.000
310.000	610	643	2.869
310.000	611	611	0.000
310.000	612	592	2.844
310.000	612	612	0.000
310.000	613	613	0.000
310.000	613	623	2.997
310.000	614	587	2.686
310.000	614	598	2.841
310.000	614	614	0.000
310.000	615	606	2.605
310.000	615	615	0.000
310.000	615	643	2.553
310.000	616	578	2.987
310.000	616	616	0.000
310.000	616	618	2.956
310.000	617	617	0.000
310.000	617	640	2.989
310.000	618	616	2.956
310.000	618	618	0.000
310.000	618	622	2.925
310.000	619	578	2.809
310.000	619	598	2.990
310.000	619	619	0.000
310.000	620	576	2.471
310.000	620	583	2.711
310.000	620	620	0.000
310.000	621	621	0.000
310.000	622	618	2.925
310.000	622	622	0.000
310.000	622	630	2.490
310.000	623	613	2.997
310.000	623	623	0.000
310.000	623	645	2.552
310.000	624	596	2.749
310.000	624	624	0.000
310.000	624	632	2.808
310.000	624	641	2.820
310.000	625	625	0.000
310.000	626	584	2.858
310.000	626	626	0.000
310.000	627	595	2.798
310.000	627	627	0.000
310.000	628	605	2.725
310.000	628	628	0.000
310.000	628	632	2.459
310.000	629	597	2.585
310.000	629	629	0.000
310.000	629	633	2.586
310.000	630	609	2.574
310.000	630	622	2.490
310.000	630	630	0.000
310.000	631	586	2.685
310.000	631	599	2.606
310.000	631	631	0.000
310.000	632	607	2.538
310.000	632	624	2.808
310.000	632	628	2.459
310.000	632	632	0.000
310.000	633	629	2.586
310.000	633	633	0.000
310.000	634	602	2.935
310.000	634	634	0.000
310.000	635	603	2.541
310.000	635	635	0.000
310.000	635	639	2.829
310.000	636	580	2.703
310.000	636	589	2.696
310.000	636	636	0.000
310.000	637	637	0.000
310.000	638	578	2.898
310.000	638	587	2.504
310.000	638	638	0.000
310.000	639	579	2.749
310.000	639	635	2.829
310.000	639	639	0.000
310.000	640	591	2.874
310.000	640	617	2.989
310.000	640	640	0.000
310.000	641	576	2.809
310.000	641	624	2.820
310.000	641	641	0.000
310.000	642	595	2.363
310.000	642	642	0.000
310.000	643	610	2.869
310.000	643	615	2.553
310.000	643	643	0.000
310.000	644	606	2.861
310.000	644	644	0.000
310.000	645	604	2.603
310.000	645	623	2.552
310.000	645	645	0.000
310.000	646	584	2.491
310.000	646	646	0.000
310.000	647	599	2.922
310.000	647	647	0.000
315.000	576	576	0.000
315.000	576	590	2.509
315.000	576	620	2.470
315.000	576	641	2.816
315.000	577	577	0.000
315.000	577	608	2.838
315.000	577	629	2.938
315.000	578	578	0.000
315.000	578	619	2.734
315.000	578	638	2.871
315.000	579	579	0.000
315.000	580	580	0.000
315.000	581	581	0.000
315.000	581	616	2.864
315.000	581	618	2.953
315.000	582	582	0.000
315.000	582	641	2.898
315.000	583	583	0.000
315.000	583	620	2.907
315.000	584	584	0.000
315.000	584	602	2.647
315.000	584	626	2.468
315.000	584	646	2.664
315.000	585	585	0.000
315.000	585	600	2.949
315.000	586	586	0.000
315.000	586	603	2.837
315.000	587	587	0.000
315.000	587	614	2.641
315.000	587	638	2.558
315.000	588	588	0.000
315.000	588	608	2.777
315.000	589	589	0.000
315.000	589	606	2.511
315.000	590	576	2.509
315.000	590	590	0.000
315.000	590	615	2.941
315.000	591	591	0.000
315.000	591	593	2.919
315.000	591	640	2.836
315.000	592	592	0.000
315.000	592	612	2.718
315.000	592	628	2.657
315.000	593	591	2.919
315.000	593	593	0.000
315.000	593	600	2.664
315.000	594	594	0.000
315.000	594	646	2.871
315.000	595	595	0.000
315.000	595	627	2.736
315.000	595	642	2.618
315.000	596	596	0.000
315.000	596	611	2.939
315.000	597	597	0.000
315.000	597	629	2.607
315.000	597	637	2.637
315.000	598	598	0.000
315.000	598	614	2.969
315.000	599	599	0.000
315.000	599	631	2.954
315.000	600	585	2.949
315.000	600	593	2.664
315.000	600	600	0.000
315.000	601	601	0.000
315.000	601	604	2.807
315.000	601	613	2.961
315.000	602	584	2.647
315.000	602	602	0.000
315.000	602	614	2.899
315.000	602	634	2.966
315.000	603	586	2.837
315.000	603	603	0.000
315.000	603	635	2.486
315.000	603	647	2.571
315.000	604	601	2.807
315.000	604	604	0.000
315.000	604	645	2.552
315.000	605	605	0.000
315.000	605	636	2.957
315.000	605	644	2.990
315.000	606	589	2.511
315.000	606	606	0.000
315.000	606	615	2.489
315.000	606	644	2.562
315.000	607	607	0.000
315.000	607	612	2.996
315.000	607	632	2.838
315.000	608	577	2.838
315.000	608	588	2.777
315.000	608	608	0.000
315.000	608	617	2.971
315.000	609	609	0.000
315.000	609	630	2.689
315.000	610	610	0.000
315.000	610	611	2.762
315.000	610	643	2.707
315.000	611	596	2.939
315.000	611	610	2.762
315.000	611	611	0.000
315.000	612	592	2.718
315.000	612	607	2.996
315.000	612	612	0.000
315.000	612	644	2.887
315.000	613	601	2.961
315.000	613	613	0.000
315.000	613	623	2.738
315.000	614	587	2.641
315.000	614	598	2.969
315.000	614	602	2.899
315.000	614	614	0.000
315.000	615	590	2.941
315.000	615	606	2.489
315.000	615	615	0.000
315.000	615	643	2.655
315.000	616	581	2.864
315.000	616	616	0.000
315.000	617	608	2.971
315.000	617	617	0.000
315.000	617	637	2.947
315.000	618	581	2.953
315.000	618	618	0.000
315.000	618	634	2.625
315.000	619	578	2.734
315.000	619	619	0.000
315.000	620	576	2.470
315.000	620	583	2.907
315.000	620	620	0.000
315.000	621	621	0.000
315.000	622	622	0.000
315.000	622	626	2.778
315.000	622	630	2.842
315.000	622	634	2.867
315.000	623	613	2.738
315.000	623	623	0.000
315.000	623	645	2.506
315.000	624	624	0.000
315.000	624	632	2.764
315.000	625	625	0.000
315.000	626	584	2.468
315.000	626	622	2.778
315.000	626	626	0.000
315.000	627	595	2.736
315.000	627	627	0.000
315.000	628	592	2.657
315.000	628	628	0.000
315.000	628	632	2.859
315.000	628	636	2.865
315.000	629	577	2.938
315.000	629	597	2.607
315.000	629	629	0.000
315.000	629	633	2.927
315.000	630	609	2.689
315.000	630	622	2.842
315.000	630	630	0.000
315.000	631	599	2.954
315.000	631	631	0.000
315.000	632	607	2.838
315.000	632	624	2.764
315.000	632	628	2.859
315.000	632	632	0.000
315.000	633	629	2.927
315.000	633	633	0.000
315.000	634	602	2.966
315.000	634	618	2.625
315.000	634	622	2.867
315.000	634	634	0.000
315.000	635	603	2.486
315.000	635	635	0.000
315.000	635	639	2.682
315.000	636	605	2.957
315.000	636	628	2.865
315.000	636	636	0.000
315.000	637	597	2.637
315.000	637	617	2.947
315.000	637	637	0.000
315.000	638	578	2.871
315.000	638	587	2.558
315.000	638	638	0.000
315.000	639	635	2.682
315.000	639	639	0.000
315.000	640	591	2.836
315.000	640	640	0.000
315.000	641	576	2.816
315.000	641	582	2.898
315.000	641	641	0.000
315.000	642	595	2.618
315.000	642	642	0.000
315.000	643	610	2.707
315.000	643	615	2.655
315.000	643	643	0.000
315.000	644	605	2.990
315.000	644	606	2.562
315.000	644	612	2.887
315.000	644	644	0.000
315.000	645	604	2.552
315.000	645	623	2.506
315.000	645	645	0.000
315.000	646	584	2.664
315.000	646	594	2.871
315.000	646	646	0.000
315.000	647	603	2.571
315.000	647	647	0.000
320.000	576	576	0.000
320.000	576	590	2.789
320.000	576	641	2.567
320.000	577	577	0.000
320.000	577	633	2.768
320.000	578	578	0.000
320.000	578	638	2.989
320.000	579	579	0.000
320.000	580	580	0.000
320.000	580	583	2.709
320.000	580	594	2.851
320.000	581	581	0.000
320.000	582	582	0.000
320.000	582	583	2.709
320.000	583	580	2.709
320.000	583	582	2.709
320.000	583	583	0.000
320.000	583	641	2.743
320.000	584	584	0.000
320.000	584	602	2.721
320.000	584	626	2.698
320.000	584	646	2.511
320.000	585	585	0.000
320.000	585	600	2.771
320.000	585	625	2.835
320.000	586	586	0.000
320.000	586	599	2.976
320.000	587	587	0.000
320.000	587	614	2.925
320.000	587	638	2.664
320.000	588	588	0.000
320.000	588	601	2.891
320.000	589	589	0.000
320.000	589	611	2.914
320.000	590	576	2.789
320.000	590	590	0.000
320.000	590	644	2.890
320.000	591	591	0.000
320.000	591	593	2.666
320.000	592	592	0.000
320.000	592	612	2.936
320.000	592	628	2.458
320.000	593	591	2.666
320.000	593	593	0.000
320.000	593	600	2.504
320.000	594	580	2.851
320.000	594	594	0.000
320.000	595	595	0.000
320.000	595	627	2.736
320.000	595	642	2.657
320.000	596	596	0.000
320.000	596	636	2.917
320.000	597	597	0.000
320.000	597	629	2.436
320.000	597	637	2.545
320.000	598	598	0.000
320.000	598	614	2.877
320.000	598	619	2.796
320.000	598	646	2.853
320.000	599	586	2.976
320.000	599	599	0.000
320.000	599	631	2.489
320.000	600	585	2.771
320.000	600	593	2.504
320.000	600	600	0.000
320.000	601	588	2.891
320.000	601	601	0.000
320.000	601	604	2.867
320.000	601	613	2.934
320.000	602	584	2.721
320.000	602	602	0.000
320.000	603	603	0.000
320.000	603	635	2.770
320.000	604	601	2.867
320.000	604	604	0.000
320.000	604	645	2.643
320.000	605	605	0.000
320.000	605	636	2.793
320.000	606	606	0.000
320.000	606	615	2.607
320.000	607	607	0.000
320.000	607	632	2.654
320.000	608	608	0.000
320.000	609	609	0.000
320.000	609	630	2.741
320.000	610	610	0.000
320.000	610	611	2.951
320.000	610	643	2.975
320.000	611	589	2.914
320.000	611	610	2.951
320.000	611	611	0.000
320.000	612	592	2.936
320.000	612	612	0.000
320.000	613	601	2.934
320.000	613	613	0.000
320.000	613	621	2.828
320.000	613	623	2.582
320.000	614	587	2.925
320.000	614	598	2.877
320.000	614	614	0.000
320.000	615	606	2.607
320.000	615	615	0.000
320.000	615	643	2.527
320.000	616	616	0.000
320.000	617	617	0.000
320.000	617	640	2.967
320.000	618	618	0.000
320.000	618	634	2.697
320.000	619	598	2.796
320.000	619	619	0.000
320.000	620	620	0.000
320.000	621	613	2.828
320.000	621	621	0.000
320.000	622	622	0.000
320.000	622	630	2.528
320.000	622	634	2.854
320.000	623	613	2.582
320.000	623	623	0.000
320.000	623	645	2.443
320.000	624	624	0.000
320.000	624	641	2.579
320.000	625	585	2.835
320.000	625	625	0.000
320.000	626	584	2.698
320.000	626	626	0.000
320.000	627	595	2.736
320.000	627	627	0.000
320.000	628	592	2.458
320.000	628	628	0.000
320.000	628	632	2.639
320.000	628	636	2.955
320.000	629	597	2.436
320.000	629	629	0.000
320.000	629	633	2.805
320.000	630	609	2.741
320.000	630	622	2.528
320.000	630	630	0.000
320.000	631	599	2.489
320.000	631	631	0.000
320.000	631	647	2.890
320.000	632	607	2.654
320.000	632	628	2.639
320.000	632	632	0.000
320.000	633	577	2.768
320.000	633	629	2.805
320.000	633	633	0.000
320.000	634	618	2.697
320.000	634	622	2.854
320.000	634	634	0.000
320.000	635	603	2.770
320.000	635	635	0.000
320.000	635	639	2.516
320.000	636	596	2.917
320.000	636	605	2.793
320.000	636	628	2.955
320.000	636	636	0.000
320.000	637	597	2.545
320.000	637	637	0.000
320.000	638	578	2.989
320.000	638	587	2.664
320.000	638	638	0.000
320.000	639	635	2.516
320.000	639	639	0.000
320.000	640	617	2.967
320.000	640	640	0.000
320.000	641	576	2.567
320.000	641	583	2.743
320.000	641	624	2.579
320.000	641	641	0.000
320.000	642	595	2.657
320.000	642	642	0.000
320.000	643	610	2.975
320.000	643	615	2.527
320.000	643	643	0.000
320.000	644	590	2.890
320.000	644	644	0.000
320.000	645	604	2.643
320.000	645	623	2.443
320.000	645	645	0.000
320.000	646	584	2.511
320.000	646	598	2.853
320.000	646	646	0.000
320.000	647	631	2.890
320.000	647	647	0.000
325.000	576	576	0.000
325.000	576	641	2.906
325.000	577	577	0.000
325.000	577	608	2.812
325.000	577	621	2.947
325.000	577	633	2.915
325.000	578	578	0.000
325.000	578	616	2.865
325.000	578	619	2.841
325.000	579	579	0.000
325.000	579	639	2.840
325.000	580	580	0.000
325.000	580	594	2.984
325.000	581	581	0.000
325.000	581	609	2.813
325.000	582	582	0.000
325.000	582	624	2.849
325.000	582	641	2.408
325.000	583	583	0.000
325.000	583	611	2.999
325.000	584	584	0.000
325.000	584	602	2.923
325.000	584	626	2.902
325.000	584	646	2.442
325.000	585	585	0.000
325.000	585	600	2.906
325.000	585	625	2.935
325.000	586	586	0.000
325.000	586	599	2.786
325.000	587	587	0.000
325.000	587	614	2.673
325.000	587	638	2.739
325.000	588	588	0.000
325.000	588	601	2.833
325.000	589	589	0.000
325.000	589	606	2.928
325.000	589	611	2.809
325.000	590	590	0.000
325.000	590	607	2.809
325.000	590	644	2.928
325.000	591	591	0.000
325.000	591	593	2.682
325.000	592	592	0.000
325.000	592	612	2.833
325.000	592	628	2.422
325.000	593	591	2.682
325.000	593	593	0.000
325.000	593	600	2.588
325.000	594	580	2.984
325.000	594	594	0.000
325.000	594	610	2.895
325.000	594	636	2.959
325.000	595	595	0.000
325.000	595	642	2.625
325.000	596	596	0.000
325.000	596	605	2.856
325.000	597	597	0.000
325.000	597	629	2.553
325.000	597	637	2.667
325.000	598	598	0.000
325.000	598	619	2.942
325.000	598	646	2.846
325.000	599	586	2.786
325.000	599	599	0.000
325.000	599	631	2.781
325.000	600	585	2.906
325.000	600	593	2.588
325.000	600	600	0.000
325.000	601	588	2.833
325.000	601	601	0.000
325.000	601	613	2.569
325.000	602	584	2.923
325.000	602	602	0.000
325.000	602	614	2.815
325.000	602	634	2.845
325.000	603	603	0.000
325.000	603	635	2.710
325.000	603	647	2.530
325.000	604	604	0.000
325.000	604	645	2.924
325.000	605	596	2.856
325.000	605	605	0.000
325.000	605	610	2.937
325.000	605	644	2.899
325.000	606	589	2.928
325.000	606	606	0.000
325.000	606	615	2.605
325.000	607	590	2.809
325.000	607	607	0.000
325.000	607	610	2.671
325.000	607	632	2.902
325.000	607	641	2.607
325.000	608	577	2.812
325.000	608	608	0.000
325.000	609	581	2.813
325.000	609	609	0.000
325.000	609	630	2.556
325.000	610	594	2.895
325.000	610	605	2.937
325.000	610	607	2.671
325.000	610	610	0.000
325.000	611	583	2.999
325.000	611	589	2.809
325.000	611	611	0.000
325.000	612	592	2.833
325.000	612	612	0.000
325.000	613	601	2.569
325.000	613	613	0.000
325.000	613	621	2.617
325.000	613	623	2.783
325.000	614	587	2.673
325.000	614	602	2.815
325.000	614	614	0.000
325.000	615	606	2.605
325.000	615	615	0.000
325.000	615	643	2.349
325.000	616	578	2.865
325.000	616	616	0.000
325.000	616	618	2.611
325.000	617	617	0.000
325.000	618	616	2.611
325.000	618	618	0.000
325.000	619	578	2.841
325.000	619	598	2.942
325.000	619	619	0.000
325.000	620	620	0.000
325.000	620	643	2.741
325.000	621	577	2.947
325.000	621	613	2.617
325.000	621	621	0.000
325.000	622	622	0.000
325.000	622	630	2.613
325.000	623	613	2.783
325.000	623	623	0.000
325.000	623	645	2.848
325.000	624	582	2.849
325.000	624	624	0.000
325.000	625	585	2.935
325.000	625	625	0.000
325.000	625	633	2.865
325.000	625	637	2.678
325.000	626	584	2.902
325.000	626	626	0.000
325.000	627	627	0.000
325.000	627	639	2.995
325.000	627	642	2.664
325.000	628	592	2.422
325.000	628	628	0.000
325.000	628	632	2.552
325.000	628	636	2.744
325.000	629	597	2.553
325.000	629	629	0.000
325.000	629	633	2.921
325.000	630	609	2.556
325.000	630	622	2.613
325.000	630	630	0.000
325.000	631	599	2.781
325.000	631	631	0.000
325.000	632	607	2.902
325.000	632	628	2.552
325.000	632	632	0.000
325.000	633	577	2.915
325.000	633	625	2.865
325.000	633	629	2.921
325.000	633	633	0.000
325.000	634	602	2.845
325.000	634	634	0.000
325.000	635	603	2.710
325.000	635	635	0.000
325.000	635	639	2.962
325.000	636	594	2.959
325.000	636	628	2.744
325.000	636	636	0.000
325.000	637	597	2.667
325.000	637	625	2.678
325.000	637	637	0.000
325.000	638	587	2.739
325.000	638	638	0.000
325.000	639	579	2.840
325.000	639	627	2.995
325.000	639	635	2.962
325.000	639	639	0.000
325.000	640	640	0.000
325.000	641	576	2.906
325.000	641	582	2.408
325.000	641	607	2.607
325.000	641	641	0.000
325.000	642	595	2.625
325.000	642	627	2.664
325.000	642	642	0.000
325.000	643	615	2.349
325.000	643	620	2.741
325.000	643	643	0.000
325.000	644	590	2.928
325.000	644	605	2.899
325.000	644	644	0.000
325.000	645	604	2.924
325.000	645	623	2.848
325.000	645	645	0.000
325.000	646	584	2.442
325.000	646	598	2.846
325.000	646	646	0.000
325.000	647	603	2.530
325.000	647	647	0.000
330.000	576	576	0.000
330.000	576	641	2.781
330.000	577	577	0.000
330.000	577	621	2.715
330.000	578	578	0.000
330.000	578	614	2.834
330.000	578	619	2.789
330.000	579	579	0.000
330.000	579	635	2.598
330.000	580	580	0.000
330.000	580	594	2.974
330.000	580	610	2.923
330.000	580	636	2.922
330.000	581	581	0.000
330.000	581	634	2.982
330.000	582	582	0.000
330.000	582	641	2.752
330.000	583	583	0.000
330.000	583	594	2.646
330.000	584	584	0.000
330.000	585	585	0.000
330.000	585	600	2.891
330.000	586	586	0.000
330.000	586	631	2.466
330.000	587	587	0.000
330.000	587	614	2.974
330.000	587	638	2.486
330.000	588	588	0.000
330.000	588	601	2.456
330.000	589	589	0.000
330.000	589	606	2.853
330.000	590	590	0.000
330.000	590	607	2.782
330.000	590	612	2.939
330.000	590	620	2.799
330.000	591	591	0.000
330.000	591	593	2.504
330.000	591	604	2.959
330.000	592	592	0.000
330.000	592	628	2.536
330.000	593	591	2.504
330.000	593	593	0.000
330.000	593	600	2.492
330.000	594	580	2.974
330.000	594	583	2.646
330.000	594	594	0.000
330.000	595	595	0.000
330.000	595	639	2.735
330.000	595	642	2.383
330.000	596	596	0.000
330.000	596	636	2.736
330.000	597	597	0.000
330.000	597	629	2.464
330.000	597	637	2.492
330.000	598	598	0.000
330.000	598	619	2.690
330.000	598	646	2.695
330.000	599	599	0.000
330.000	599	631	2.861
330.000	600	585	2.891
330.000	600	593	2.492
330.000	600	600	0.000
330.000	600	645	2.800
330.000	601	588	2.456
330.000	601	601	0.000
330.000	601	613	2.733
330.000	602	602	0.000
330.000	602	614	2.946
330.000	602	634	2.983
330.000	603	603	0.000
330.000	603	635	2.500
330.000	604	591	2.959
330.000	604	604	0.000
330.000	604	640	2.932
330.000	604	645	2.813
330.000	605	605	0.000
330.000	605	644	2.899
330.000	606	589	2.853
330.000	606	606	0.000
330.000	606	615	2.537
330.000	607	590	2.782
330.000	607	607	0.000
330.000	607	610	2.772
330.000	607	641	2.591
330.000	608	608	0.000
330.000	609	609	0.000
330.000	609	630	2.937
330.000	610	580	2.923
330.000	610	607	2.772
330.000	610	610	0.000
330.000	611	611	0.000
330.000	612	590	2.939
330.000	612	612	0.000
330.000	612	632	2.928
330.000	612	644	2.618
330.000	613	601	2.733
330.000	613	613	0.000
330.000	613	621	2.731
330.000	614	578	2.834
330.000	614	587	2.974
330.000	614	602	2.946
330.000	614	614	0.000
330.000	615	606	2.537
330.000	615	615	0.000
330.000	615	643	2.527
330.000	616	616	0.000
330.000	616	618	2.893
330.000	617	617	0.000
330.000	617	640	2.873
330.000	618	616	2.893
330.000	618	618	0.000
330.000	618	638	2.597
330.000	619	578	2.789
330.000	619	598	2.690
330.000	619	619	0.000
330.000	620	590	2.799
330.000	620	620	0.000
330.000	620	643	2.880
330.000	621	577	2.715
330.000	621	613	2.731
330.000	621	621	0.000
330.000	621	633	2.657
330.000	622	622	0.000
330.000	622	626	2.946
330.000	622	630	2.455
330.000	622	634	2.999
330.000	623	623	0.000
330.000	623	631	2.635
330.000	624	624	0.000
330.000	625	625	0.000
330.000	625	633	2.828
330.000	625	637	2.879
330.000	626	622	2.946
330.000	626	626	0.000
330.000	627	627	0.000
330.000	627	642	2.692
330.000	628	592	2.536
330.000	628	628	0.000
330.000	628	632	2.604
330.000	628	636	2.560
330.000	629	597	2.464
330.000	629	629	0.000
330.000	630	609	2.937
330.000	630	622	2.455
330.000	630	630	0.000
330.000	631	586	2.466
330.000	631	599	2.861
330.000	631	623	2.635
330.000	631	631	0.000
330.000	632	612	2.928
330.000	632	628	2.604
330.000	632	632	0.000
330.000	633	621	2.657
330.000	633	625	2.828
330.000	633	633	0.000
330.000	634	581	2.982
330.000	634	602	2.983
330.000	634	622	2.999
330.000	634	634	0.000
330.000	635	579	2.598
330.000	635	603	2.500
330.000	635	635	0.000
330.000	636	580	2.922
330.000	636	596	2.736
330.000	636	628	2.560
330.000	636	636	0.000
330.000	637	597	2.492
330.000	637	625	2.879
330.000	637	637	0.000
330.000	638	587	2.486
330.000	638	618	2.597
330.000	638	638	0.000
330.000	639	595	2.735
330.000	639	639	0.000
330.000	640	604	2.932
330.000	640	617	2.873
330.000	640	640	0.000
330.000	641	576	2.781
330.000	641	582	2.752
330.000	641	607	2.591
330.000	641	641	0.000
330.000	642	595	2.383
330.000	642	627	2.692
330.000	642	642	0.000
330.000	643	615	2.527
330.000	643	620	2.880
330.000	643	643	0.000
330.000	644	605	2.899
330.000	644	612	2.618
330.000	644	644	0.000
330.000	645	600	2.800
330.000	645	604	2.813
330.000	645	645	0.000
330.000	646	598	2.695
330.000	646	646	0.000
330.000	647	647	0.000
335.000	576	576	0.000
335.000	576	611	2.705
335.000	576	620	2.901
335.000	576	624	2.962
335.000	577	577	0.000
335.000	577	604	2.989
335.000	577	617	2.660
335.000	578	578	0.000
335.000	578	619	2.649
335.000	579	579	0.000
335.000	580	580	0.000
335.000	580	594	2.818
335.000	580	610	2.456
335.000	581	581	0.000
335.000	582	582	0.000
335.000	582	610	2.690
335.000	582	624	2.597
335.000	583	583	0.000
335.000	583	624	2.784
335.000	584	584	0.000
335.000	584	602	2.834
335.000	584	626	2.822
335.000	584	646	2.882
335.000	585	585	0.000
335.000	585	600	2.756
335.000	585	604	2.981
335.000	586	586	0.000
335.000	586	631	2.670
335.000	587	587	0.000
335.000	587	614	2.634
335.000	587	638	2.467
335.000	588	588	0.000
335.000	588	601	2.492
335.000	588	608	2.630
335.000	589	589	0.000
335.000	590	590	0.000
335.000	590	612	2.772
335.000	590	620	2.939
335.000	590	632	2.674
335.000	591	591	0.000
335.000	591	593	2.430
335.000	591	640	2.796
335.000	592	592	0.000
335.000	592	628	2.485
335.000	593	591	2.430
335.000	593	593	0.000
335.000	593	600	2.443
335.000	594	580	2.818
335.000	594	594	0.000
335.000	595	595	0.000
335.000	595	639	2.725
