Frame,Hydrogen,Donor,Acceptor,Oxygen-Oxygen Distance,Hydrogen-Oxygen Distance,Angle(OA-OD-HD)
0,743,623,247,3.27880143896079,2.4199001313502007,21.26107242550131
10,647,271,590,2.4886125376451793,1.4386310464944476,12.305147695932309
10,648,576,605,2.9711010952107384,2.033859279211773,14.04585877617833
10,652,576,528,2.9179653977658866,2.054403796616415,22.40741013977604
10,633,577,604,2.515682556684843,1.5773465642692706,11.965882823591668
10,653,577,221,2.472386375223325,1.4598942643660797,8.17737755541248
10,692,577,589,2.517372184975127,1.5307278417214785,6.799475398187339
10,654,578,214,3.1149143976653053,2.2024892015982727,20.149240368670693
10,635,579,608,2.511713216952657,1.4902840101906603,10.017351214998488
10,655,579,569,2.4237060526933067,1.3068350810408853,7.696935173164449
10,739,579,623,2.613444875945081,1.6204359669772588,12.039463022839533
10,649,580,613,2.421900095900725,1.3246743804699936,5.129487174058385
10,656,580,268,2.6538789565802885,1.6218517761886948,9.452647416089453
10,670,580,586,2.43575867561339,1.4203807736678309,6.3547277823161155
10,657,581,244,2.825630047026962,1.8947830877209242,17.09878602324204
10,661,581,605,2.7256541402622974,1.867699515741292,26.402382658563074
10,658,582,395,2.6926816506026547,1.8697509931214855,28.155188788641606
10,662,582,408,2.602370995852567,1.5748713664886964,8.695728120016424
10,714,582,610,2.4808491017899583,1.4641086101664802,9.414830495623226
10,663,583,530,3.137112376545059,2.138252991998041,12.431438867698429
10,664,584,230,2.8945486905361633,2.0402646768497052,22.131594251415457
10,665,585,505,2.5676868254536616,1.660429084926785,19.834293678824984
10,669,585,219,2.7375749276021777,1.8890350768773647,25.156163973655083
10,666,586,411,2.8453376200855356,1.9310286088351452,16.57292757785952
10,673,586,425,3.2608570370727223,2.3332174217001214,18.532297726383828
10,737,587,255,2.8504209871805246,1.9247416239321196,14.929937420142185
10,660,588,217,2.438918981204944,1.3835970631665073,4.774464446046225
10,671,588,587,2.4499768709310685,1.418962522539302,10.281734940750242
10,676,588,621,2.673478860731043,1.6993960493106366,8.903089663456534
10,644,589,241,2.9154577512778017,2.0919768028727574,27.34277175300082
10,678,590,614,2.6351694534554366,1.6533250236561574,1.785629871151813
10,646,591,534,2.8851361453346445,1.9373261408561675,14.866482042634233
10,680,592,581,3.065154277526717,2.069867084817329,1.745205577513941
10,684,592,570,2.7164358248058926,1.7475050241193242,5.203340521840516
10,681,593,621,2.639134277685609,1.7096355628640274,17.96867727580801
10,685,593,571,2.563125962856333,1.60408313900311,11.65697806708001
10,699,593,603,2.6013011865811593,1.5698321150958232,9.89029968787322
10,686,594,256,3.0750706080902064,2.089600605977228,4.328559312373555
10,683,595,601,2.640926427223918,1.647873635653123,11.49969191123848
10,687,595,257,2.6262051481925215,1.5810232014111092,13.233273714781168
10,724,595,612,2.4652367364896715,1.2895340224516685,4.685379066144492
10,629,596,413,2.4311183993721857,1.482203016566216,11.578149696597057
10,641,596,417,2.7895166779784013,1.7686459178891358,7.003718518443439
10,688,596,389,2.4969436232716484,1.4975923275524132,7.659896770813732
10,640,597,264,2.4986054191850617,1.4749194178877494,8.783805577337125
10,689,597,594,2.4779024414142232,1.3995637893966906,3.8521404106095485
10,693,597,512,2.4902382763067554,1.6079306516467022,23.171800730775654
10,690,598,259,3.1952126789545177,2.2488124027219687,8.024799011681575
10,694,598,238,3.3200946317072524,2.438500719466865,25.87274680761141
10,691,599,458,2.8928097537397037,1.9747392399469084,20.76417211606564
10,696,600,246,2.9691654393296676,2.1470789166978594,27.790718778229998
10,700,600,214,2.780735454961765,1.7922071178461803,6.968066089533159
10,701,601,513,2.79379091237571,1.7772335735789004,3.8566079290736344
10,698,602,581,2.7298600666803807,1.7738544642681984,2.533998273183515
10,702,602,212,2.7111376890908216,1.7905504729813657,11.256531366858532
10,730,602,618,2.395611590125356,1.2522267967003236,5.219381775154206
10,703,603,459,3.104174489465546,2.109206501769291,8.735824303859735
10,731,603,598,3.4790379918601726,2.6139598821390404,20.568529440669927
10,708,604,281,2.855196613551649,1.8785110685488366,9.257058744354469
10,709,605,228,2.4632963950540385,1.5188767090150788,14.619720210446248
10,706,606,473,2.6826895333114216,1.6927185238924511,11.313931940617852
10,710,606,623,2.696633332899784,1.7293713305453102,9.926523221027926
10,634,607,578,2.4267405950716334,1.3309167666020152,9.273519077234956
10,707,607,486,2.8271143400452057,1.8670404689585882,8.152417325930267
10,711,607,583,2.535115827394473,1.5472504058857321,7.152109289412512
10,716,608,487,2.757174917869881,1.955787440955277,24.04120654805438
10,650,609,440,2.6407580342662884,1.6414559460186136,12.784445567937349
10,713,609,472,2.453082398151463,1.4317661573749847,8.12167546758286
10,721,609,456,2.4865372139356436,1.5250458669177909,14.333659045958429
10,718,610,614,2.6470933724143855,1.6851168787623525,12.444496781746228
10,719,611,490,2.9515210155088853,2.03804939424141,15.391541164678761
10,625,612,606,2.974385841449749,2.0260668629434013,3.740362928682465
10,720,612,537,2.7006245358655043,1.778516337342822,15.838666551055324
10,624,613,488,3.372525328262212,2.4954413096417025,17.47330624601471
10,627,614,539,2.6761327583004393,1.703147256000072,8.52357162409772
10,626,615,538,2.660462376243038,1.6502874511629908,5.749315997299323
10,723,615,611,2.41587079137014,1.3719988983435902,2.996816855447319
10,727,615,599,2.4951343094026384,1.5420044868438765,15.641132522791452
10,728,616,600,2.4303559407438837,1.356690442575416,6.278508734232659
10,732,616,218,2.4656405511196953,1.5122445086909277,7.236704623890688
10,639,617,606,2.4895577742380004,1.4442175086269027,7.226664119530646
10,729,617,601,3.07621283775085,2.198134703635027,21.313547432899576
10,733,617,585,2.4138083368383465,1.3312385354941958,7.898383161947931
10,636,618,506,2.6459718333408646,1.7986331201442773,24.461570094889442
10,734,618,216,2.699185357269089,1.8664446128806378,25.70435923434646
10,637,619,515,2.456583379024551,1.3903173973011644,9.391348935858161
10,643,619,598,2.4384543788809854,1.4402323995790838,8.414016906518729
10,735,619,267,2.578640100045769,1.7254417905430701,21.593733939328338
10,632,620,484,2.643942637751169,1.618254300444372,6.7386122599304805
10,736,620,592,2.542087028060325,1.4775376987116007,8.243336961594313
10,740,620,576,2.5713661743093867,1.5690801177239209,4.806072389361565
10,672,621,213,2.5484314738019123,1.501828487161081,0.5553265831500387
10,741,621,245,3.1520194131292363,2.258382698425903,21.44747772898724
10,675,622,591,2.384678645833764,1.3378116177164532,7.1403562589994065
10,738,622,522,2.562787734770084,1.5282952380766002,2.612032910523557
10,742,622,584,2.6444607473763053,1.5820061504931027,3.620149425111827
10,743,623,215,2.517245339550629,1.5339167823798794,5.560742174823429
20,735,267,619,2.45782696307941,1.3037531530065127,1.5153423830907669
20,648,576,604,2.714316745439976,1.7463456374711932,12.24975937392412
20,652,576,532,2.945896514295945,2.00407886819243,14.89755484011802
20,633,577,604,2.9689571100748493,1.9877826494305875,2.3016293095107465
20,653,577,221,3.0160083485268765,2.0791049111540563,13.52525214148931
20,655,579,215,2.809425054826296,1.8496718601677287,7.497861172477292
20,739,579,623,3.225723680306532,2.215823542641044,4.993855787574297
20,649,580,520,2.5649514566830223,1.5620286003545347,8.311840926496892
20,656,580,576,2.5396907612782487,1.5595723255305551,7.955062222794619
20,677,580,589,2.537450658501067,1.4686824570433756,6.309653344696168
20,657,581,428,2.761118241702386,1.8613761698715625,18.67936815992329
20,661,581,385,3.1080382419744503,2.1498428100440132,12.785931821906582
20,658,582,426,2.622376228806881,1.6718751916303627,14.451836682588505
20,662,582,408,2.5721826374337504,1.5874886641130408,12.041323261253414
20,714,582,395,2.5517592043220936,1.5578506675946717,11.020585882301003
20,638,583,616,2.4728935616733407,1.4263485735651142,4.8209206325966445
20,659,583,600,2.4409807693333616,1.3239867886759817,2.1604657399828646
20,663,583,252,2.8655448221907065,2.0421928251332404,26.838666349068045
20,665,585,623,2.7472775803481913,1.7805152914876354,6.618144962893704
20,669,585,553,2.681606489126197,1.6675151139884576,13.874094240483855
20,666,586,589,2.793604597687979,1.822612879536178,9.02626955408897
20,670,586,253,3.36495537769964,2.563214343108734,26.69190273421848
20,667,587,255,2.763903677130685,1.8807362130417988,18.00935924685403
20,737,587,598,2.832102198409653,1.8410032259883355,4.225245233187551
20,660,588,217,2.5642833822183877,1.6062442402223331,12.10373686154089
20,671,588,587,2.5534655674132276,1.561744529138262,4.207654862448679
20,676,588,621,2.4513645658214234,1.3771922904125113,2.7109810770261538
20,644,589,241,3.266505471444437,2.333834496661101,6.300433630578697
20,692,589,577,2.6122462883714026,1.6111275699933285,9.265215691234399
20,647,590,271,2.6118685426911097,1.6060316698965975,5.089384590148933
20,646,591,611,2.899755262364464,1.9497219091167166,14.085899590828125
20,675,591,622,2.4238261577796028,1.3163610362967784,6.644687057266865
20,679,591,522,2.5468046200295347,1.5337770386077982,6.601225462628128
20,680,592,581,2.399054215742502,1.3601301376426096,7.277969363343037
20,684,592,212,2.5872035694958546,1.6173874957497614,2.5443534022054237
20,736,592,620,2.633100508930983,1.6680803895017382,13.162350038734852
20,681,593,459,2.7776920837138026,1.9601194552219086,28.49752773735121
20,685,593,539,2.5998940116255604,1.759845899855121,24.901947868845514
20,682,594,256,2.6856177567065322,1.7528734394566303,15.001489509427639
20,687,595,541,2.726261357415982,1.7848880784432883,12.808762292334924
20,629,596,413,2.608801566619181,1.459761219361937,11.404104926115373
20,641,596,417,2.887445432658767,1.9048149695617778,8.038576393999662
20,688,596,389,2.505207844931305,1.4930301354261721,12.78111602320927
20,640,597,264,2.4010982949860185,1.396454444249275,7.677032637196062
20,689,597,594,2.455275650939693,1.3924769861394657,2.152624776328935
20,690,598,227,2.743329336618671,1.7309358297116213,11.79991726623368
20,691,599,458,3.1698462637920892,2.28579880422923,19.68234433242735
20,700,600,218,2.4501278900934746,1.465402794091893,6.6473472874652995
20,683,601,595,2.5739050117173856,1.559359929463715,9.487334365396237
20,697,601,585,2.4638078478789316,1.3582982884957446,4.7668375804565875
20,701,601,513,2.581579706116464,1.5075115921193076,3.201788524618611
20,702,602,599,2.6084477220650633,1.5699654253319695,4.311350198426729
20,699,603,593,2.4706806574558398,1.3243517196628358,7.08729397955004
20,703,603,571,2.442736305061421,1.4076481000861343,4.572444177165982
20,731,603,621,2.9675507368832195,1.9921396623422616,12.015656087748681
20,704,604,281,2.5291079440785564,1.6184149818265214,13.085629585599673
20,705,605,216,2.4845858261446727,1.4897270549865766,7.877163698687347
20,706,606,537,2.698830137746276,1.650701213107133,3.9183491375635664
20,710,606,612,2.6447652813355056,1.6024554100479138,2.284698786282586
20,729,606,617,2.5363794561372175,1.4546337086632974,7.387403320742119
20,634,607,578,2.446391853940858,1.3918426406973408,5.577767753066177
20,707,607,584,2.5662196899893073,1.588034208772709,7.013356495452205
20,711,607,214,2.418337516010842,1.4689297742727567,5.062002327586886
20,635,608,579,2.6828870237955993,1.666718039781214,13.348398329386356
20,712,608,457,2.897227871820521,1.9334039897431692,10.313950715653535
20,716,608,569,2.4740465161580447,1.4645799580533214,7.300773837036127
20,650,609,472,2.6671921727737833,1.633813398796976,5.811790743027242
20,713,609,456,2.511112296392329,1.4521323962477088,10.676528996345562
20,721,609,440,2.5372952427892272,1.6262605297613617,14.355411741115653
20,722,610,259,2.724873157744622,1.653236654576361,5.22232948914351
20,715,611,270,2.587359467337594,1.6491680985967985,13.290960707457389
20,719,611,194,3.172707903951663,2.3404384416210413,27.526804099243133
20,720,612,525,2.794624963084771,1.8375013345924878,11.594352108052519
20,624,613,411,2.556750202125646,1.5675531113264092,6.810958185455845
20,673,613,586,2.574920318589816,1.5887575727032137,9.618167316774542
20,725,613,392,2.7583276374094043,1.7976001115806703,14.544859033740057
20,627,614,195,2.4473473407006443,1.4592551210760463,8.529714451820213
20,678,614,590,2.3928705304124036,1.3465175729890684,2.378635587197515
20,726,614,610,2.4429425710494526,1.4897486092368797,14.638804097615894
20,626,615,258,2.5092806430575663,1.5617513669400065,16.734532027323674
20,723,615,611,2.5604733203214525,1.5075750310633267,7.807642855026366
20,727,615,538,2.5551924380884636,1.6581231626963273,20.96837153963979
20,728,616,521,3.2171254330444135,2.3177740236413102,15.253030970856619
20,732,616,410,2.810570451939628,1.9131425506045878,19.997329127266443
20,733,617,489,2.672072863844106,1.7159300953350458,12.353242089809187
20,636,618,605,2.416656489848507,1.308321014392283,9.937455142415349
20,730,618,602,2.4182321012540493,1.3022328468861502,10.357656130172911
20,734,618,244,2.996396027859485,2.193522732272296,28.39690777005296
20,637,619,598,2.626409746563989,1.664803422429861,10.62672648969881
20,632,620,276,3.1648072175105457,2.3685872912065338,29.95858174465891
20,672,621,245,3.0212010635023345,2.1422977062115796,19.090409777098056
20,741,621,213,2.687859440261602,1.6936076467634835,1.0147490417611282
20,738,622,409,2.666926079942553,1.7532710434947127,16.303563507963684
20,742,622,507,2.7238723690635145,1.9095312751898248,24.53691838989326
20,651,623,505,2.668266975750239,1.7076693956295985,14.739310343129526
