Frame,Hydrogen,Donor,Acceptor(s),Donor-Hydrogen Distance,Hydrogen-Acceptor(s) Distance(s),Donor-Acceptor(s) Distance(s),Angle(A-H-D)
0,708,604,,0.9288284169284822,,,
0,709,605,,0.9362528588716742,,,
0,710,606,,0.9638328145907673,,,
0,711,607,,0.9485199367673064,,,
0,712,608,"[489, 201]",0.9826510929179653,"[1.829273176905169, 2.1244852474031144]","[2.748325083411571, 2.7976132401833755]","[154.3739000862496, 124.21256734438161]"
0,713,609,[488],1.006034824820824,[1.6850742503635174],[2.685621440484346],[172.43561209335516]
0,714,610,[491],0.9887245752823376,[1.706964889774557],[2.6456982626958365],[157.05690701257524]
0,715,611,[490],0.9879672649401993,[1.701656482555205],[2.6647602447141683],[163.8231191707714]
0,716,608,,0.989018980950838,,,
0,717,609,,0.9955783001110561,,,
0,718,610,[284],0.9810362524431524,[2.2724690580681886],[2.9935217409507042],[129.47521579917534]
0,719,611,,0.9880088673917612,,,
0,720,612,[608],1.0443171207692796,[1.4984756940968547],[2.506921650238506],[160.4113309733129]
0,721,613,[609],1.0440724326617623,[1.5095047200457368],[2.5389009825465707],[167.49818941868526]
0,722,614,[610],1.0736463905269293,[1.6027529021572042],[2.6527882361062827],[164.4589959889932]
0,723,615,[611],0.9826742077486703,[1.7202424255385962],[2.670682772914251],[161.58025241818686]
0,724,612,[596],1.05975885862279,[1.5536883819081575],[2.5894950008617657],[164.18701256142674]
0,725,613,[597],1.0059382021383427,[1.618715211750062],[2.615859919889897],[170.34987683515942]
0,726,614,[598],0.9751434161478226,[1.6909597502013933],[2.652456589276024],[167.95711946980884]
0,727,615,[599],1.0531216467538522,[1.3967533451019547],[2.4445425323262384],[172.36235637772944]
0,728,600,[616],1.1769318120833674,[1.2329052661897273],[2.4060309597171377],[173.55698083058002]
0,729,617,[601],1.131241600026665,[1.358962484216389],[2.4744022526906706],[167.02924923107497]
0,730,618,[602],1.10876210037756,[1.2706959450292243],[2.3655805701709687],[167.58898988274674]
0,731,619,[603],1.2092925196508766,[1.2485354885309043],[2.44779656647289],[169.6419763953968]
0,732,616,[584],1.009964831414211,[1.5501110164851668],[2.554574403982039],[172.31294138249103]
0,733,617,[585],1.0692074161811511,[1.5789301509737528],[2.621387833852391],[163.38584405322172]
0,734,618,[586],1.0635870116396224,[1.5532563269817197],[2.6046195896639786],[168.71986033701103]
0,735,619,[587],1.015174834527297,[1.6785922763243837],[2.664045949125993],[162.41623257084413]
0,736,620,[581],1.022215897362995,[1.6882109238330267],[2.672536428109113],[160.20408846499885]
0,737,621,[580],1.001494337119607,[1.7268892435273144],[2.7127164383946702],[167.25322297811408]
0,738,622,[583],1.00237114904849,[1.5605788865946053],[2.5214133147051063],[158.82742323109966]
0,739,623,[582],1.0116347778497343,[1.724136971423958],[2.7277672220539504],[170.91793709087213]
0,740,620,[244],0.9765921302247349,[2.1260553163337654],[2.9940218340487132],[147.19503725548]
0,741,621,[245],0.9605394633119573,[2.1066506986132505],[3.0489840035114972],[166.52841540337914]
0,742,622,[246],0.963873655013146,[2.277813432839636],[3.1942454569682885],[158.50743189143637]
0,743,623,,0.9479607671286161,,,
1,624,613,[536],1.013889819487115,[1.560279969567623],[2.5726161685945335],[175.92565300765216]
1,625,612,[489],0.9879702579595084,[1.7631093019196222],[2.722639675554623],[162.80719049551445]
1,626,615,[538],1.077718639859616,[1.4515884915096016],[2.5073550953793453],[164.7227819959814]
1,627,614,[539],1.0307279529838023,[1.6355724172780763],[2.6640169873237496],[175.130186192802]
1,628,508,,0.9889886838316106,,,
1,629,509,[596],1.035448962963543,[1.5929681811271217],[2.588699475143633],[159.58441658846206]
1,630,510,,0.9784483856448875,,,
1,631,511,,0.994359578176286,,,
1,632,576,[620],1.0273814149267886,[1.5021559798594217],[2.5274401469881487],[175.2489009473012]
1,633,577,,0.9839822044495311,,,
1,634,578,[214],1.0437928082888988,[1.4611848442097803],[2.4940823561434904],[169.15636355623212]
1,635,579,[569],0.9593659199621787,[1.7928443693574274],[2.6991871730715213],[156.34435885135997]
1,636,618,[216],1.0478684042384474,[1.4213424439504945],[2.431077590354208],[159.59767798632222]
1,637,619,[255],0.9843590532462835,[2.082969462146279],[2.979861911376735],[150.5771413865234]
1,638,616,[562],0.9426871805041234,[2.109757095359679],[2.910871223357133],[141.97616573937802]
1,639,617,[411],1.0222907460002777,[1.5969054171238166],[2.5847588221916222],[160.92853033605257]
1,640,512,,0.9617288141743826,,,
1,641,513,[596],0.9842461066693903,[1.8493891350127103],[2.801468769699811],[161.84367468839721]
1,642,514,,0.9785551614919851,,,
1,643,515,,0.9806440768934184,,,
1,644,589,[268],1.1109217831614029,[1.403602447145034],[2.4267387690492286],[149.4186569260417]
1,645,269,,1.0038102483699463,,,
1,646,591,[522],0.9571688310928861,[1.947680250354331],[2.6808254861760874],[131.63564586185808]
1,647,271,[590],1.2013688322054232,[1.236774282736972],[2.423233973161962],[167.3196310353638]
1,648,576,[605],1.0745828438118248,[1.469711241998015],[2.5420631556630773],[175.1419364703272]
1,649,580,[577],1.0327520306903821,[1.399441264682085],[2.4100609730019653],[164.34923400246075]
1,650,578,[607],1.1543348592148195,[1.323918301410909],[2.467923491531127],[169.5091425457055]
1,651,623,[579],0.9861863208695109,[1.6255297868035643],[2.5775209481423342],[160.84847238960023]
1,652,576,[276],0.9745313034310583,[1.7402378026980219],[2.7052305442497984],[169.98352992287363]
1,653,577,[571],1.026703908070168,[1.8061995303657843],[2.7500877904666163],[151.08485601173672]
1,654,578,[594],1.0306562002693904,[1.7462900150208722],[2.7451295069160966],[162.02500374484563]
1,655,579,[606],0.9680188419242213,[1.73139990346612],[2.6625805028933662],[160.23253770450086]
1,656,580,[604],0.9720936704086532,[1.6144485709986507],[2.5260561460977073],[154.3529784507057]
1,657,581,[260],0.9817496842970868,[2.257221250215923],[2.90030077022986],[122.06457082535762]
1,658,582,[231],0.9418457469125553,[2.072542549370893],[2.9359512165316968],[151.69668273097508]
1,659,583,[486],0.9663678938148941,[1.9798495583381055],[2.90778097878934],[160.25374272635116]
1,660,580,[588],1.042782190345242,[1.427033124678555],[2.45188257336379],[166.01157646970123]
1,661,581,[516],0.9637396723358815,[1.9060248303618514],[2.7908063487007126],[151.4430606208544]
1,662,582,,0.976215225805445,,,
1,663,583,,1.0549726013099572,,,
1,664,584,,0.9581624214752922,,,
1,665,585,,1.0160560136692298,,,
1,666,586,,1.00380593061295,,,
1,667,587,[217],1.0319706421874326,[1.9003747486790916],[2.867753994019587],[154.753952899206]
1,668,584,[462],0.9544115680465953,[1.8806164118240172],[2.7949957576717104],[159.58903638743644]
1,669,585,[520],0.9695516367975155,[1.873358225684872],[2.7233781705546534],[144.7698587621695]
1,670,586,[556],1.030239375889518,[2.226536804627148],[2.9523480314366255],[126.01387157682872]
1,671,587,,0.9857242796386277,,,
1,672,588,[245],0.9511440996342061,[1.959618366358527],[2.9057779915862354],[172.84947941119174]
1,673,589,[586],1.026099056618746,[1.5728940496673585],[2.5922568356533913],[171.55855396174525]
1,674,590,[523],0.9904545225767198,[2.3335626288431355],[2.9779221964379325],[121.88189663475606]
1,675,591,[622],1.084920759201396,[1.3259891145473364],[2.388172615985994],[164.1698876191704]
1,676,588,,0.9914256993281794,,,
1,677,589,[581],1.0300392772176163,[1.522123423477484],[2.5478793031020213],[173.23287291602495]
1,678,590,[582],1.0069606528919333,[1.5311171585944823],[2.5294147907515896],[170.32034218130468]
1,679,591,[270],1.0324933655249,[1.6367228765164972],[2.6359807139507048],[161.41126455526108]
1,680,592,[586],1.0017822928782065,[1.9111174247556892],[2.856481053891531],[156.2045497993426]
1,681,593,[621],1.0133567109859498,[1.5929773483944538],[2.604999734162954],[176.23885626342903]
1,682,594,[584],0.9392926951132465,[2.2465281661517174],[3.0565213131417974],[143.97396824135726]
1,683,595,[257],1.0496429871543589,[1.9595303527585048],[2.7718964070068863],[131.80079211984224]
1,684,592,[244],0.94492266733678,[2.064187192711328],[2.9853846860111513],[164.48115854767806]
1,685,593,[571],0.9310935436799174,[1.9774984304908134],[2.86020019244108],[157.54677659527562]
1,686,594,[246],1.0240893795497745,[1.9781633192023045],[2.860665134161932],[142.66617462154971]
1,687,595,[537],1.0162168172514163,[1.6281812410924061],[2.6035174171678714],[159.2554002953384]
1,688,596,[485],0.9681050636212312,[1.9940958158633353],[2.8856353943805937],[152.13290932237865]
1,689,597,"[237, 524]",0.9793555548760227,"[2.345016269594974, 2.3501788603179827]","[3.2542176082190517, 3.1310434191797034]","[154.0953275137884, 136.17232399706302]"
1,690,598,,0.9871673983983713,,,
1,691,599,[620],0.9871217361636477,[1.7447244058709646],[2.715942002924237],[167.1218459172443]
1,692,596,,1.0076007696947298,,,
1,693,597,,0.9868288903640511,,,
1,694,598,,1.0176554140555842,,,
1,695,599,[474],0.9936332844199995,[1.8338277449777556],[2.6830437648767878],[141.40992782254853]
1,696,600,[594],1.008203521415273,[1.6875702702658948],[2.658228384483036],[160.20767705957164]
1,697,601,[219],0.962402285499662,[1.7546260068686652],[2.6583654790640217],[155.04387668455962]
1,698,602,[554],0.9482268853615116,[2.2470373145892824],[3.081929958031362],[146.41382173961185]
1,699,603,[593],1.0570295963646117,[1.426100927646254],[2.467219908961222],[166.8745126329463]
1,700,600,[504],1.0636249714046289,[1.3917071521550595],[2.448096243642342],[171.120577358354]
1,701,601,,0.9997180246624923,,,
1,702,602,[599],0.9689873099517615,[2.0273227429559486],[2.9358905096885],[155.3363680890556]
1,703,603,[459],0.9908942798313378,[1.951479426784348],[2.9359756514501485],[172.0029234631411]
1,704,604,[485],0.9584937784130766,[2.1762823746647766],[3.122688624104504],[169.07310736767488]
1,705,605,[611],0.9854106070337186,[1.9930250921175587],[2.9616874017485153],[167.07705083692647]
1,706,606,[457],0.9679455532083585,[1.9451526323800084],[2.8461856590247496],[153.85229520415385]
1,707,607,[568],1.006218645214125,[1.9564862114996036],[2.8598032089828735],[147.97626632413622]
1,708,604,[593],0.9734449840038945,[2.104843040233125],[2.773188761665141],[124.35662305984779]
1,709,605,[196],1.007503426135647,[1.8118378782540259],[2.813309625416098],[172.17737353726235]
1,710,606,,0.9862311457625832,,,
1,711,607,[583],0.996035508251109,[1.670717176037812],[2.660642300317422],[171.9798947215214]
1,712,608,,0.976151788211255,,,
1,713,609,[488],0.9798147188027769,[2.148944045646526],[3.1222668576187016],[172.0393366871521]
1,714,610,[491],1.0020974347380365,[1.6880490787825888],[2.6666068258429982],[164.30777558635725]
1,715,611,,0.962292796423269,,,
1,716,608,[579],0.9973066918157881,[1.641600934493135],[2.628535648046787],[169.5188020895757]
1,717,609,[583],0.9667450425837865,[1.9220460084721334],[2.8022979775866426],[150.17450173862412]
1,718,610,,0.9949601481690643,,,
1,719,611,[490],0.983653053298745,[1.7343262309190208],[2.7090626444290082],[170.33875499469394]
1,720,612,[608],1.0737149554661705,[1.4540661419010346],[2.5249836918968],[174.54628719753305]
1,721,613,[609],1.0212000243936112,[1.4601409197181907],[2.473008834680559],[170.4557260534873]
1,722,614,[610],1.0672919409740023,[1.4564148984350451],[2.510992507798615],[168.35284041462717]
1,723,615,[611],1.0200716221196755,[1.7148650278019124],[2.718762539776295],[167.1066775374299]
1,724,612,[595],1.0251522281588363,[1.5071764436000636],[2.527926917178899],[173.1165406057987]
1,725,613,[597],1.0449793139776455,[1.6114765604572847],[2.6496385918632708],[171.59496734146313]
1,726,614,[598],1.0402754985946456,[1.511415539119853],[2.5072532354890975],[158.2036047889658]
1,727,615,[599],1.1168366794180222,[1.4325392416183382],[2.5382848096301256],[169.22390447547372]
1,728,600,[616],1.0885933781719115,[1.463066065532676],[2.536544091850175],[167.38384807090497]
1,729,617,[601],1.073351387900403,[1.4922670756327046],[2.5309968757639782],[160.89457332502798]
1,730,618,[602],0.9741895788529571,[1.6948795763474152],[2.6298922355536263],[159.5758573639934]
1,731,603,[619],1.0525624269828882,[1.3252052054430432],[2.3775874575924876],[178.57993968504312]
1,732,616,,0.9590573990689985,,,
1,733,617,[585],1.0293803469716358,[1.6218638366142974],[2.641765889106334],[170.05535613729373]
1,734,618,[592],0.9778935838762063,[1.7242543199533078],[2.6794962616929237],[164.54743682225]
1,735,619,[587],1.005494304086164,[1.6406636262800718],[2.6137512874364317],[161.50233440102068]
1,736,620,[592],0.9853553765649395,[1.9996886501038325],[2.948541352972764],[160.9157367666336]
1,737,621,[587],0.9816467931087738,[1.7897999455675013],[2.770008045022605],[176.13970079038012]
1,738,622,[230],1.0268046681331149,[1.8790784630198805],[2.8737846182689166],[162.16161193549055]
1,739,623,,0.9416573654341396,,,
1,740,620,[212],1.094972132059513,[1.5815220223073696],[2.63254352947675],[158.84841917411677]
1,741,621,[213],0.979051114521747,[2.2627053393958123],[3.1464832506899936],[149.61329206654304]
1,742,622,[584],0.9793075332476658,[1.974512883913668],[2.8948186775343623],[155.611986643648]
1,743,215,[623],1.0978040795614872,[1.2771475248276116],[2.367816269812482],[171.08953178897121]
2,624,613,[200],0.9439288829588582,[1.9132118670642282],[2.809982176750595],[157.8206869362838]
2,625,612,[537],1.0411566400945749,[1.5013368854034683],[2.534589473343298],[170.80983715309392]
2,626,615,[538],1.0149355229569013,[1.4703292707305178],[2.4650281319302563],[165.1131335289619]
2,627,614,[259],1.0573449128466945,[1.6553647694832316],[2.7040638486206037],[170.6173267469798]
2,628,508,,0.9664210867778412,,,
2,629,596,[413],1.0126388801436152,[1.432263697984191],[2.4125663083605655],[161.0585469691528]
2,630,510,,0.9718925639967362,,,
2,631,511,,0.9501924611613806,,,
2,632,620,[576],0.9428699562661578,[2.0858036843913363],[3.0243596156145753],[173.3941540040779]
2,633,577,[604],1.0226135902153755,[1.4272505916927176],[2.441173554564511],[170.21025852699438]
2,634,578,,0.9493287273197705,,,
2,635,579,[569],1.06002435629387,[1.4263208137416146],[2.480566479617695],[172.0994349251497]
2,636,216,[618],1.0885749715074697,[1.333834550532905],[2.421099174119738],[176.21125862211608]
2,637,619,,0.9657271749568477,,,
2,638,616,,1.0293534669654867,,,
2,639,617,[411],0.9884889688531325,[1.5440413539722762],[2.5293372549812956],[174.10126979301035]
2,640,512,,0.9822202549381882,,,
2,641,596,[417],0.9844632941776684,[1.845770786096867],[2.8242548667538974],[172.17850155162213]
2,642,514,,0.9887007112028335,,,
2,643,619,[515],1.0116914080376005,[1.7661720043512656],[2.6216908803136256],[139.8210284296469]
2,644,589,[520],0.9868679495616155,[1.8048300595086393],[2.7669621207125403],[164.02905210135245]
2,645,269,,0.9920145421574328,,,
2,646,591,[534],0.9635815208972573,[2.2602395389508647],[3.164257311458282],[155.87370682823087]
2,647,271,[590],1.1691450177300784,[1.2575405465962142],[2.4171979030014668],[169.85689002726357]
2,648,576,[276],0.9600259346729166,[2.1051292452243846],[2.790574516937617],[127.027987854195]
2,649,580,[192],0.9563808324481462,[2.223764848494864],[2.9823948519495267],[135.52020063981212]
2,650,607,[578],1.0756173834240121,[1.4695048006218803],[2.5383881271873503],[171.5604137779906]
2,651,623,[215],1.0269989760082059,[1.5889833459213176],[2.6090697061179853],[171.4680990986025]
2,652,576,[611],0.9907232091933666,[2.084732473895195],[3.0452489181634745],[162.7929100473224]
2,653,577,[221],1.1096524081731403,[1.4051802193341847],[2.505250322954566],[169.9234140491227]
2,654,578,[214],1.076481361444133,[1.6077072652642164],[2.6646196301774445],[165.87367407054438]
2,655,579,[606],0.9803928417017481,[1.9065648303911165],[2.86489423420657],[165.02821737490262]
2,656,580,,0.9397533965102901,,,
2,657,581,[605],1.00906785311476,[1.7370788910140462],[2.738909824907833],[171.36960360607642]
2,658,582,[523],1.0108900245157144,[2.096921106489396],[2.8224751127782524],[126.93210819683121]
2,659,583,[486],0.9878254103449529,[1.6671704861646472],[2.6524653408844743],[174.82403209255355]
2,660,588,,0.9805686692373043,,,
2,661,581,[516],0.9592922333476145,[2.157216919383199],[3.1133396452644218],[174.4010354783982]
2,662,582,[395],0.9532146417092816,[1.9832241635869492],[2.867324888755145],[153.36850591876677]
2,663,583,,0.9505640278045918,,,
2,664,584,[230],0.9604301419489709,[1.883406333068079],[2.812150117125559],[161.89004236387072]
2,665,585,[425],0.9916322276908843,[2.0496094542304966],[2.8734707109794564],[139.1025507715229]
2,666,586,[580],0.966761432199688,[1.9582694458901966],[2.9116845794861264],[168.35769873935632]
2,667,587,[217],0.9553709951880706,[2.2935038393052167],[3.070990101551578],[138.0275075527523]
2,668,584,,0.9533803799075337,,,
2,669,585,[392],0.9942456925885872,[1.6687560251965816],[2.6591911471811684],[173.66216250241544]
2,670,586,[532],0.9900588663076694,[2.1702906333472622],[2.995692839792531],[139.8296895203575]
2,671,587,[507],0.9444508388963444,[1.827741118792989],[2.6776928920466156],[148.3017108976343]
2,672,621,[588],1.0954104477056101,[1.3215874395349307],[2.4142293913552306],[174.49060074679386]
2,673,589,[586],1.0588707282818028,[1.5077513105621145],[2.5632212365649845],[174.00792862111743]
2,674,590,,0.9708435593446781,,,
2,675,622,[591],1.061386862359169,[1.4570257576619885],[2.503508820424994],[167.36965184869536]
2,676,588,[245],1.0039961805612792,[1.579095670913272],[2.5747269940548296],[170.53744598113747]
2,677,589,[581],1.065795245521725,[1.5095670288396112],[2.5604466375368644],[167.4729087802407]
2,678,590,[582],1.0415094002172876,[1.5628367941697907],[2.5937202544300604],[169.43049166897507]
2,679,591,,0.9288340799347623,,,
2,680,592,[581],0.9709452738396046,[2.083654054468077],[2.8817129159151653],[138.2755688062556]
2,681,593,[277],1.0059966036475856,[1.987484743091836],[2.9503607903282996],[159.3749175018016]
2,682,594,[609],0.9901468775357686,[1.7867303377888495],[2.7726358850777237],[173.38754319927082]
2,683,595,[257],1.0230153229556613,[1.7646786086536315],[2.711017336372005],[152.03400244707905]
2,684,592,,0.9663173193435908,,,
2,685,593,[610],0.9803095661599046,[2.0822879361609723],[2.891299165264044],[138.60631056085356]
2,686,594,[578],1.0057990090559112,[1.6328821513395546],[2.631136402717493],[171.0762150123765]
2,687,595,,0.952513196452968,,,
2,688,596,[389],1.1454908125991758,[1.2949350829576773],[2.4285661154880764],[168.67683976339987]
2,689,597,,0.953764284387386,,,
2,690,598,[238],0.9989804964305229,[1.5982244804544097],[2.5837405598545704],[168.00176544523]
2,691,599,[570],1.0119391611980852,[1.7530215453135112],[2.7311497513334184],[161.37388374015816]
2,692,577,,0.9957750007118494,,,
2,693,597,[256],1.0419297186241336,[1.3986554378081586],[2.4091200970337927],[161.3777018842814]
2,694,598,[546],0.9767469886251658,[2.198337941081545],[2.843857355857371],[122.39564348128565]
2,695,599,[458],1.0042342703236486,[2.192011315603096],[3.142001034746808],[157.20634252283986]
2,696,600,[594],1.0554102581691889,[1.4318905453406057],[2.4833946966329576],[173.50213819466492]
2,697,601,[219],0.9870103432303329,[1.6949043506068902],[2.557484558219786],[143.6243209026512]
2,698,602,[599],0.9953837264384431,[2.0090474112545382],[2.9322668679662054],[153.2378502472404]
2,699,603,[593],1.0181228488966374,[1.5230913756309443],[2.540969099565346],[178.37597379525977]
2,700,600,"[552, 252]",1.0008243586145515,"[2.007311830340517, 2.2943249502064647]","[2.925247089262673, 3.056582933162471]","[151.35366543577192, 132.07030870975956]"
2,701,601,,0.9526580741217615,,,
2,702,602,[554],0.9202086277814894,[2.3100559073149487],[3.1827572591813964],[158.177327940472]
2,703,603,[475],0.9959468581908777,[1.6864352035741035],[2.559368223135077],[143.90557290480734]
2,704,604,[580],0.9372232171762778,[1.9011576147710847],[2.8078123818989096],[162.09496233893864]
2,705,605,[528],0.9404174366242881,[2.1160849927930436],[2.8206805366470333],[130.67498125472872]
2,706,606,[457],0.9678767488067151,[2.133252268083742],[3.0893078547250075],[169.19746523284903]
2,707,607,[568],0.9754065367064315,[1.9286618675770706],[2.8230204379882005],[151.2386548939174]
2,708,604,,0.9598303204935548,,,
2,709,605,[576],0.9982705223616408,[1.7119400969772307],[2.703262089521341],[171.4917985009058]
2,710,606,[595],0.9699829155599756,[2.0159688546149255],[2.85540981605353],[143.61235013510776]
2,711,607,[583],1.06020144684257,[1.3045411184455764],[2.3528258024499693],[168.42886153366246]
2,712,608,[489],0.9366783992815707,[1.7871160523332665],[2.722875324413005],[176.8662924312333]
2,713,609,[456],0.9953265631690789,[2.073646749905984],[2.9927911653217985],[152.63893056044964]
2,714,610,[491],0.9468050037631636,[2.3404074850930408],[3.0386652100754246],[130.18286729332905]
2,715,611,[490],0.9812380405659827,[1.9845526436810073],[2.947499025633054],[166.4650850065952]
2,716,608,,0.9814725784480052,,,
2,717,609,[568],0.963838271476921,[2.296737429789353],[3.25345007668344],[171.69611664507525]
2,718,610,"[203, 539]",0.9769366110829139,"[1.7027212393461078, 2.3439697374159945]","[2.5912385938119926, 3.0443968001513273]","[149.30704860526413, 128.00212820398843]"
2,719,611,,0.9928819000046152,,,
2,720,612,[608],1.068246655083152,[1.4070942199951844],[2.4618762562477223],[167.92834027121776]
2,721,613,[609],0.9940112865506312,[1.9880391011345695],[2.9568041486062735],[164.1675980337402]
2,722,614,[610],1.0671602734145444,[1.4929201043543672],[2.5448981977338656],[167.33696475961855]
2,723,615,[611],1.0236703252564088,[1.744827720364394],[2.7583578420133845],[169.8375567322651]
