Frame,Hydrogen,Donor,Acceptor(s),Donor-Hydrogen Distance,Hydrogen-Acceptor(s) Distance(s),Donor-Acceptor(s) Distance(s),Angle(A-H-D)
0,684,592,[605],0.9455370009071763,[2.248483127416971],[3.143650262655693],[157.6568674434043]
0,685,593,[604],0.9689374766821125,[2.085259937715678],[2.9713910015415888],[151.22602829476884]
0,686,594,,0.9612415448270413,,,
0,687,595,[606],0.9809693014097776,[2.0065837817079135],[2.952215548055161],[161.2060570656442]
0,688,596,[525],0.9297858749958985,[1.787409554213929],[2.7167122611655845],[177.72252853510054]
0,689,597,[524],0.9672468902833166,[1.900468498020867],[2.8662696457018333],[176.1516104159651]
0,690,598,[527],1.0098536651441798,[2.0333322111194496],[2.9666784944720086],[152.6277102706518]
0,691,599,[526],0.9538928046905459,[1.972823869583279],[2.817895868823193],[146.5020608902952]
0,692,596,,0.9500777512895664,,,
0,693,597,,0.9366745414216813,,,
0,694,598,,0.9752091268965483,,,
0,695,599,,0.9915379260560969,,,
0,696,600,[594],1.110680028039432,[1.3868078086328124],[2.491003047065795],[171.6893819007182]
0,697,601,[595],0.9899733511627897,[1.5138099400374327],[2.449662246522639],[155.58237144796135]
0,698,602,[592],1.0483970679769077,[1.5403004624783792],[2.56145611132356],[163.05011398916722]
0,699,603,[593],1.0780922220749176,[1.4354453533101283],[2.4898766171476336],[164.10191390396614]
0,700,600,[252],0.9819536780668826,[1.9819227454858557],[2.901266174439703],[154.91172185439257]
0,701,601,[253],0.9683213618034577,[1.914860670219484],[2.8581718255331547],[164.00362810777472]
0,702,602,[254],0.9705780749727722,[1.9792146622505398],[2.9093460299392997],[159.7708573212317]
0,703,603,[255],0.9603772915743909,[2.388991878188754],[3.23119487478107],[146.1529490337837]
0,704,604,[610],0.9675852464935444,[1.9679520974337885],[2.8810007380335327],[156.44903210682253]
0,705,605,[611],0.9866704770070049,[1.914942966625112],[2.8067560513856],[148.94882018876203]
0,706,606,[608],0.985290787826443,[1.8477587980476005],[2.8279646552437563],[172.79068579689994]
0,707,607,[609],0.972179899494849,[1.8947745008057508],[2.8250099711259486],[159.2598215381046]
0,708,604,,0.9288284169284822,,,
0,709,605,,0.9362528588716742,,,
0,710,606,,0.9638328145907673,,,
0,711,607,,0.9485199367673064,,,
0,712,608,"[489, 201]",0.9826510929179653,"[1.829273176905169, 2.1244852474031144]","[2.748325083411571, 2.7976132401833755]","[154.3739000862496, 124.21256734438161]"
0,713,609,[488],1.006034824820824,[1.6850742503635174],[2.685621440484346],[172.43561209335516]
0,714,610,[491],0.9887245752823376,[1.706964889774557],[2.6456982626958365],[157.05690701257524]
0,715,611,[490],0.9879672649401993,[1.701656482555205],[2.6647602447141683],[163.8231191707714]
0,716,608,,0.989018980950838,,,
0,717,609,,0.9955783001110561,,,
0,718,610,[284],0.9810362524431524,[2.2724690580681886],[2.9935217409507042],[129.47521579917534]
0,719,611,,0.9880088673917612,,,
0,720,612,[608],1.0443171207692796,[1.4984756940968547],[2.506921650238506],[160.4113309733129]
0,721,613,[609],1.0440724326617623,[1.5095047200457368],[2.5389009825465707],[167.49818941868526]
0,722,614,[610],1.0736463905269293,[1.6027529021572042],[2.6527882361062827],[164.4589959889932]
0,723,615,[611],0.9826742077486703,[1.7202424255385962],[2.670682772914251],[161.58025241818686]
0,724,612,[596],1.05975885862279,[1.5536883819081575],[2.5894950008617657],[164.18701256142674]
0,725,613,[597],1.0059382021383427,[1.618715211750062],[2.615859919889897],[170.34987683515942]
0,726,614,[598],0.9751434161478226,[1.6909597502013933],[2.652456589276024],[167.95711946980884]
0,727,615,[599],1.0531216467538522,[1.3967533451019547],[2.4445425323262384],[172.36235637772944]
0,728,600,[616],1.1769318120833674,[1.2329052661897273],[2.4060309597171377],[173.55698083058002]
0,729,617,[601],1.131241600026665,[1.358962484216389],[2.4744022526906706],[167.02924923107497]
0,730,618,[602],1.10876210037756,[1.2706959450292243],[2.3655805701709687],[167.58898988274674]
0,731,619,[603],1.2092925196508766,[1.2485354885309043],[2.44779656647289],[169.6419763953968]
0,732,616,[584],1.009964831414211,[1.5501110164851668],[2.554574403982039],[172.31294138249103]
0,733,617,[585],1.0692074161811511,[1.5789301509737528],[2.621387833852391],[163.38584405322172]
0,734,618,[586],1.0635870116396224,[1.5532563269817197],[2.6046195896639786],[168.71986033701103]
0,735,619,[587],1.015174834527297,[1.6785922763243837],[2.664045949125993],[162.41623257084413]
0,736,620,[581],1.022215897362995,[1.6882109238330267],[2.672536428109113],[160.20408846499885]
0,737,621,[580],1.001494337119607,[1.7268892435273144],[2.7127164383946702],[167.25322297811408]
0,738,622,[583],1.00237114904849,[1.5605788865946053],[2.5214133147051063],[158.82742323109966]
0,739,623,[582],1.0116347778497343,[1.724136971423958],[2.7277672220539504],[170.91793709087213]
0,740,620,[244],0.9765921302247349,[2.1260553163337654],[2.9940218340487132],[147.19503725548]
0,741,621,[245],0.9605394633119573,[2.1066506986132505],[3.0489840035114972],[166.52841540337914]
0,742,622,[246],0.963873655013146,[2.277813432839636],[3.1942454569682885],[158.50743189143637]
0,743,623,,0.9479607671286161,,,
5,624,613,[536],1.0737213782542254,[1.395626537773604],[2.421414191476462],[157.18746693554448]
5,625,612,[537],1.015358994209145,[1.5583405381686295],[2.5567799813499312],[166.54905458851624]
5,626,615,[538],1.0411703992358563,[1.6436947802079052],[2.676332696661658],[170.62212052902197]
5,627,614,[259],0.9940955594679151,[1.5953514094353953],[2.578816366760216],[169.32026381871697]
5,628,508,,0.9719174246500968,,,
5,629,596,[413],1.060274680485473,[1.430822776161402],[2.4874752268715743],[173.75005381024022]
5,630,510,,0.9964342221089104,,,
5,631,511,,1.004595108766395,,,
5,632,620,[484],0.9496831759580389,[2.245175264953328],[3.0971664915103907],[148.85466441053023]
5,633,577,[604],0.9987969076186123,[1.330641530086834],[2.320680681287204],[169.9575882844052]
5,634,578,,0.9716031278372512,,,
5,635,579,[585],1.0071488829991073,[1.8699749622144433],[2.827614619558969],[157.67092905603207]
5,636,618,[581],0.965988456150548,[2.1228039469706337],[3.0871005331721775],[175.90920857105013]
5,637,619,,0.9407940447555441,,,
5,638,616,[562],0.9946860504247779,[1.8598865690564688],[2.8428091850869106],[169.0780832122562]
5,639,617,[553],1.0205968830898031,[2.0450432451190785],[3.0096903754626747],[156.7179967950763]
5,640,512,,1.008134870162931,,,
5,641,596,[417],0.9830433197540996,[1.982631297946241],[2.8917351848709467],[152.73460750792546]
5,642,514,,0.9608822989884747,,,
5,643,515,[619],1.0733471476073644,[1.4181104659000523],[2.4864749439465976],[172.68105709423463]
5,644,589,[241],0.9814490092625028,[1.6547408366192333],[2.574379840675599],[154.26931229522444]
5,645,269,,0.9885215804147743,,,
5,646,591,[534],0.9846609567441234,[1.6785158826574638],[2.654280277761335],[170.29492371120082]
5,647,590,,0.9842960704266895,,,
5,648,576,,0.9505520492254578,,,
5,649,580,[532],1.0099744773386692,[2.2134660067362453],[3.1035895983302964],[146.13976737613686]
5,650,607,[578],1.0791878783321092,[1.3483728546501932],[2.4111426748275444],[166.5820123149145]
5,651,623,[569],1.0091185799149325,[1.8609498312074],[2.788163580560843],[151.23597871896402]
5,652,576,,0.9447602128904393,,,
5,653,577,[221],1.0244551613082538,[1.4832490123851616],[2.4577722322931588],[156.69567135097523]
5,654,578,[502],0.9390863688708729,[1.736431135609308],[2.655636602703224],[165.35285524787525]
5,655,579,[606],1.0474214411272589,[1.7135822608904085],[2.733741223532223],[163.3893037568638]
5,656,580,,0.9738278815489027,,,
5,657,581,[500],0.9657574982463036,[2.1311911330866598],[3.0045135787810486],[149.65405231291555]
5,658,582,[271],1.1298248296815607,[1.2959468348303302],[2.4158075178468352],[169.5855801942666]
5,659,583,,0.9780776183671551,,,
5,660,588,,0.9672698003272411,,,
5,661,581,[605],1.0787218473944598,[1.3943893472452786],[2.47247377898976],[177.37678435413693]
5,662,582,,0.9741735518019613,,,
5,663,583,[486],1.0015749373252623,[1.753837620895029],[2.6737641672113632],[150.90603106122208]
5,664,584,,0.9789882873331297,,,
5,665,585,[505],1.0223268002234696,[1.5494708632026408],[2.5701989207674965],[175.87156757564935]
5,666,520,[586],1.1137531206211533,[1.3965783249744246],[2.4939885725836533],[166.83295437976142]
5,667,587,[621],1.0391999487566133,[1.4945054574892715],[2.5166171327121827],[166.46233817444826]
5,668,584,[230],0.9895851528557961,[1.9792991672120015],[2.8504548574110604],[145.49436087455553]
5,669,585,,0.9312989878387917,,,
5,670,586,[580],0.960017820182812,[2.0082622058049364],[2.920197802878814],[157.90670410892378]
5,671,587,[588],1.0820167779787908,[1.3400851846391237],[2.4198534172804047],[175.03365811668428]
5,672,621,,0.9616504472283135,,,
5,673,586,[589],0.9302938665633527,[1.969067601344375],[2.8183134896253192],[150.8693046190933]
5,674,590,[519],0.9831508777902268,[1.9965315679748346],[2.8676077925459715],[146.41535273319934]
5,675,622,[591],1.0188380546399334,[1.4677042791711898],[2.467642082745465],[165.624918779455]
5,676,588,[217],1.044544163971668,[1.6592950851375732],[2.6966270084849415],[171.40282749047475]
5,677,589,,0.9761287066204153,,,
5,678,582,[590],1.0778014514011147,[1.5822402600551821],[2.6309086730307376],[162.70876116717204]
5,679,591,,0.9674590033180895,,,
5,680,592,[581],1.1554720595667598,[1.2969806814095377],[2.4406923855485334],[168.75452688398155]
5,681,593,[621],0.9740802575366222,[1.9608420561962423],[2.790154792982235],[141.53951283332034]
5,682,594,"[552, 224]",1.0048245748732083,"[2.141981462607458, 2.338683764791875]","[2.99419656714934, 3.0459679915250155]","[141.47042966902862, 126.54822690822752]"
5,683,595,,0.999545508551172,,,
5,684,592,[570],1.039636439190977,[1.538256548713359],[2.5529525978456293],[163.7380625389175]
5,685,593,[571],1.0226561769068208,[1.7827650640409327],[2.6302497966287564],[137.634941402471]
5,686,594,,1.0020862762545895,,,
5,687,595,"[525, 257]",1.078660397262311,"[1.6624319385640955, 2.3340086329650704]","[2.7080487406508045, 3.022054361903331]","[161.76734219238446, 120.05395623394064]"
5,688,596,[389],0.9739516668747704,[1.707040971014338],[2.6397879646948694],[159.07774517128385]
5,689,597,[524],1.0134348866233804,[2.096111210519829],[3.097847070495176],[169.39116722682255]
5,690,598,,0.9673646027963875,,,
5,691,599,[474],0.9458501936196382,[1.716562116578158],[2.5866752065314023],[151.35085222801834]
5,692,577,[589],1.0125535714665361,[1.711180831926072],[2.707568190067755],[167.07462593468486]
5,693,597,,0.9512035478567472,,,
5,694,598,"[546, 238]",0.9915987029076533,"[2.009374299752563, 2.395551818813692]","[2.929563072301473, 3.1709754215737487]","[153.34529373688872, 134.5546800513004]"
5,695,599,"[458, 554]",0.9503751179678425,"[2.2871230391133763, 2.359890998349348]","[3.040215739491598, 3.0868761473944155]","[135.65231622663856, 132.95389290308057]"
5,696,600,[594],1.000599676903543,[1.5902177331537615],[2.571846700145023],[165.7484192320992]
5,697,601,[513],1.090978471023413,[1.517674106010434],[2.589723131767802],[165.99737696303018]
5,698,602,[506],1.1965126101919221,[1.2341408491145034],[2.4152302258949847],[167.08257352717052]
5,699,593,[603],1.2080260998567394,[1.2507162175014135],[2.4540148775794757],[172.89180578855508]
5,700,600,[504],0.9889312144481062,[1.4797568749015326],[2.4316433338612633],[159.71424271065806]
5,701,601,,1.0054537712928968,,,
5,702,602,[216],0.9880585782513212,[1.8331461079300524],[2.6613706723849964],[139.29658300992384]
5,703,603,[475],0.9887189337346869,[2.312978076149919],[3.124374911723927],[138.66539553427194]
5,704,604,[580],0.994612076744765,[1.800083079373907],[2.791981400506413],[174.72569820249595]
5,705,605,,0.9486058673200718,,,
5,706,606,[537],0.9480670568228967,[2.336959511016369],[3.0026113807471977],[126.81740345087535]
5,707,607,[568],0.948554906967945,[1.7125854533465654],[2.5792944884933244],[150.22545780156844]
5,708,604,[281],0.9989293730683183,[1.746616109912813],[2.7265150719975457],[165.96727419831214]
5,709,605,[576],0.9906492761204136,[1.895516728245717],[2.752120773544301],[143.01155909375032]
5,710,606,[457],0.9706609070655263,[2.089778112179678],[2.855328431006054],[134.50008288362028]
5,711,607,[583],1.0782761026186463,[1.4755679721534893],[2.5496585369324283],[173.35750736992088]
5,712,608,[489],0.9810112753639664,[1.9425798376380514],[2.8810913845158987],[159.27238470154126]
5,713,609,[472],0.9811599538796474,[1.9746528592882742],[2.7941195281342326],[139.46990186911157]
5,714,610,,0.9613289815819953,,,
5,715,611,,0.9870746421689367,,,
5,716,608,,0.9584495722594542,,,
5,717,609,[568],0.937471510392591,[2.202660328476411],[2.985338725529131],[140.3906010390668]
5,718,610,[203],0.9899276889084923,[1.727186478383279],[2.704173916399563],[168.37429909178388]
5,719,611,"[285, 490]",0.9819958567017287,"[2.160265000225241, 2.2313459111199383]","[3.069565065679077, 3.0015532007672507]","[153.324780683901, 134.3988127999429]"
5,720,612,[608],1.0323918081053884,[1.4904601067175562],[2.5045866360452513],[165.9682264194932]
5,721,613,[609],1.0072501526371995,[1.7351459633740784],[2.6445656856631605],[148.12803452549483]
5,722,614,[610],0.9984245150445878,[1.5120509926598213],[2.46521150071899],[157.72990322551763]
5,723,615,[611],1.1076511928031783,[1.335943644565017],[2.3996951710916616],[158.1494234002643]
5,724,612,[595],1.059907135242457,[1.4840118248404353],[2.5222676738011205],[164.8252146916069]
5,725,613,[597],1.0114018985877744,[1.5596080197420263],[2.5655229954836494],[172.3356322346363]
5,726,614,[598],1.0715289857089076,[1.416879793398537],[2.4622319145197724],[163.20033928227042]
5,727,615,[599],1.0584875148492987,[1.5663428390689078],[2.6140697271277964],[169.41983583847127]
5,728,600,[616],1.03279502301641,[1.5764751772955308],[2.586345837013154],[164.45567460151713]
5,729,601,[617],1.10807192677112,[1.2040834252771764],[2.304965353748071],[170.95285292509294]
5,730,602,[618],1.0806172520402393,[1.5971653816383635],[2.676007180150221],[175.74698647660014]
5,731,603,[539],0.9995850496954007,[1.666211522306678],[2.6027024004550765],[154.18540524062297]
5,732,616,,0.9854011580248454,,,
5,733,617,[585],1.0461771647323188,[1.4417926441898399],[2.465526600324823],[164.39693831356925]
5,734,618,[599],0.9848210091720784,[2.017492816681284],[2.9663112878691162],[161.07140060845893]
5,735,619,,0.9696160134372078,,,
5,736,592,[620],1.034932179327249,[1.4832001466469504],[2.5081241698576395],[169.6136975914603]
5,737,587,[255],0.9890348584774833,[1.702445252413438],[2.6850710001990246],[171.7964456664305]
5,738,622,[522],1.0578580368366028,[1.5225439913794536],[2.579426932490564],[176.7972588828714]
5,739,623,[579],1.2067763045267523,[1.2568322443226458],[2.4044429008116732],[154.83014375583286]
5,740,620,[576],0.997325097461841,[2.1563382890762517],[3.145587063552829],[171.17883193113371]
5,741,621,[213],1.00452177783755,[1.4996593230769786],[2.4851258908621223],[165.56813956560353]
5,742,622,[584],1.002874797504764,[1.67669473893229],[2.6607039084517483],[165.9401770385863]
5,743,623,[215],1.0376996514075896,[1.7138143060025839],[2.6513726265565944],[147.98230432695277]
10,624,613,,0.936163627220312,,,
10,625,612,[606],0.9512959614840637,[2.0260668629434013],[2.974385841449749],[174.5044030040822]
10,626,615,[538],1.0184547809600757,[1.6502874511629908],[2.660462376243038],[170.70625481373162]
10,627,614,[539],0.9902589503351934,[1.703147256000072],[2.6761327583004393],[166.53270520803963]
10,628,508,,0.9777023808313351,,,
10,629,596,[413],0.9820624981041165,[1.482203016566216],[2.4311183993721857],[160.77998811423367]
10,630,510,,0.9833977511510523,,,
10,631,511,,0.9787216134304084,,,
10,632,620,[484],1.037440376847177,[1.618254300444372],[2.643942637751169],[168.94723402511204]
10,633,577,[604],0.9724023047905219,[1.5773465642692706],[2.515682556684843],[160.69081160179758]
10,634,607,[578],1.1228569145764662,[1.3309167666020152],[2.4267405950716334],[162.91259008507012]
10,635,579,[608],1.0486200886781922,[1.4902840101906603],[2.511713216952657],[162.95228887699338]
10,636,618,[506],0.9820631043578528,[1.7986331201442773],[2.6459718333408646],[142.471366114119]
10,637,619,[515],1.0923814702667514,[1.3903173973011644],[2.456583379024551],[163.24252800044576]
10,638,616,[504],1.0025679964130316,[1.8569618241010546],[2.6391636691157356],[132.42076688703588]
10,639,617,[606],1.0599280578821804,[1.4442175086269027],[2.4895577742380004],[167.4761108108669]
10,640,597,[264],1.044588706913622,[1.4749194178877494],[2.4986054191850617],[165.0073965358589]
10,641,596,[417],1.0330707608512384,[1.7686459178891358],[2.7895166779784013],[168.9121132801135]
10,642,514,,0.9749304036670761,,,
10,643,619,[598],1.0168738036240477,[1.4402323995790838],[2.4384543788809854],[165.65602828724275]
10,644,589,[241],0.98250607256569,[2.0919768028727574],[2.9154577512778017],[140.19955863761544]
10,645,269,,1.0087271773597388,,,
10,646,591,[534],0.9982279054192605,[1.9373261408561675],[2.8851361453346445],[157.53682992893087]
10,647,271,[590],1.0941412701776208,[1.4386310464944476],[2.4886125376451793],[158.36687938077907]
10,648,576,[605],0.980527869059544,[2.033859279211773],[2.9711010952107384],[159.2348326393777]
10,649,580,[613],1.1053439178778008,[1.3246743804699936],[2.421900095900725],[170.59207110562414]
10,650,609,[440],1.0413741460412633,[1.6414559460186136],[2.6407580342662884],[159.14530965708937]
10,651,623,,0.9857736269377226,,,
10,652,576,[528],0.9704072685712403,[2.054403796616415],[2.9179653977658866],[147.2195181763139]
10,653,577,[221],1.0303428209810874,[1.4598942643660797],[2.472386375223325],[166.06118120764864]
10,654,578,"[568, 214]",1.0008261257798725,"[2.168424293916631, 2.2024892015982727]","[2.937045552572385, 3.1149143976653053]","[132.3241896230816, 150.84533430515063]"
10,655,579,[569],1.135992868543712,[1.3068350810408853],[2.4237060526933067],[165.61729151478633]
10,656,580,[268],1.0556544254113187,[1.6218517761886948],[2.6538789565802885],[164.41082394290387]
10,657,581,[244],0.9978000464068467,[1.8947830877209242],[2.825630047026962],[153.99415527385855]
10,658,582,"[395, 523]",1.0023445175134051,"[1.8697509931214855, 2.214851326923126]","[2.6926816506026547, 3.0352491903354313]","[137.19221695207585, 138.05495625511202]"
10,659,583,,0.9486167116803633,,,
10,660,588,[217],1.0618320417403535,[1.3835970631665073],[2.438918981204944],[171.56315129019694]
10,661,581,[605],1.0203289061201792,[1.867699515741292],[2.7256541402622974],[139.5383377867135]
10,662,582,[408],1.047524090668079,[1.5748713664886964],[2.602370995852567],[165.5327403997684]
10,663,583,[530],1.034754219919539,[2.138252991998041],[3.137112376545059],[161.58891661361793]
10,664,584,[230],0.956886538960348,[2.0402646768497052],[2.8945486905361633],[147.69143084641368]
10,665,585,"[505, 253]",1.00185891213786,"[1.660429084926785, 2.367147270529801]","[2.5676868254536616, 3.092560552518379]","[148.3522909875822, 128.5645041824473]"
10,666,586,[411],0.9749390248802348,[1.9310286088351452],[2.8453376200855356],[155.147123279245]
10,667,587,,0.9804534524659134,,,
10,668,584,,0.9729324530919828,,,
10,669,585,[219],0.9898909929577904,[1.8890350768773647],[2.7375749276021777],[141.97300895642263]
10,670,580,[586],1.0262324370198042,[1.4203807736678309],[2.43575867561339],[169.05845821603506]
10,671,588,[587],1.0607352583950342,[1.418962522539302],[2.4499768709310685],[162.05054566202472]
10,672,621,[213],1.0466864122790132,[1.501828487161081],[2.5484314738019123],[179.0576464602334]
10,673,586,[425],1.001376525939078,[2.3332174217001214],[3.2608570370727223],[153.6274789688249]
10,674,590,,0.9582567772742439,,,
10,675,622,[591],1.061624437973772,[1.3378116177164532],[2.384678645833764],[167.1988430407342]
10,676,588,[621],0.9930103183204776,[1.6993960493106366],[2.673478860731043],[165.90837803599143]
10,677,589,,1.0067135292647575,,,
10,678,590,[614],0.9826051093099855,[1.6533250236561574],[2.6351694534554366],[177.15324464684716]
10,679,591,,0.9811452687531906,,,
10,680,592,[581],0.9959714397072846,[2.069867084817329],[3.065154277526717],[177.41514226893304]
10,681,593,[621],1.0070853355899183,[1.7096355628640274],[2.639134277685609],[151.56109417454064]
10,682,594,,1.0090437705763933,,,
10,683,595,[601],1.026411632089245,[1.647873635653123],[2.640926427223918],[161.36707162399608]
10,684,592,[570],0.9751888474357308,[1.7475050241193242],[2.7164358248058926],[171.89570457902965]
10,685,593,[571],0.9920784450157585,[1.60408313900311],[2.563125962856333],[161.16438996468034]
10,686,594,[256],0.9896281611044653,[2.089600605977228],[3.0750706080902064],[173.62296194003758]
10,687,595,[257],1.0942052974729417,[1.5810232014111092],[2.6262051481925215],[157.65095265016336]
10,688,596,[389],1.0145219924590185,[1.4975923275524132],[2.4969436232716484],[167.15940552873425]
10,689,597,[594],1.0826760460443814,[1.3995637893966906],[2.4779024414142232],[173.1688191326099]
10,690,598,[259],0.9597940463911221,[2.2488124027219687],[3.1952126789545177],[168.55937720712188]
10,691,599,[458],1.0173690689791814,[1.9747392399469084],[2.8928097537397037],[148.71185389485137]
10,692,577,[589],0.9982346572143515,[1.5307278417214785],[2.517372184975127],[168.7723713981285]
10,693,597,[512],1.0144873460838988,[1.6079306516467022],[2.4902382763067554],[142.45343449330795]
10,694,598,,1.025863825153631,,,
10,695,599,,0.9663069507775729,,,
10,696,600,[246],0.9854990100474433,[2.1470789166978594],[2.9691654393296676],[139.8522111765013]
10,697,601,[265],0.9896662698476719,[2.357717354465853],[3.0124462786509674],[122.92524685986463]
10,698,602,[581],0.9574469880790175,[1.7738544642681984],[2.7298600666803807],[176.09857927384982]
10,699,593,[603],1.0577371928629595,[1.5698321150958232],[2.6013011865811593],[163.46386826385438]
10,700,600,[214],1.000025527887263,[1.7922071178461803],[2.780735454961765],[169.1504633691727]
10,701,601,[513],1.0201927015299452,[1.7772335735789004],[2.79379091237571],[173.93068889823107]
10,702,602,[212],0.9484289339911345,[1.7905504729813657],[2.7111376890908216],[162.808720837917]
10,703,603,"[459, 555]",1.0123231083046471,"[2.109206501769291, 2.362375988543375]","[3.104174489465546, 3.006823236492031]","[167.08389595647975, 120.60883661920657]"
10,704,604,,1.0406710264579937,,,
10,705,605,,0.990684273124338,,,
10,706,606,[473],1.021736762287712,[1.6927185238924511],[2.6826895333114216],[161.88523596067537]
10,707,607,[486],0.9750544661224525,[1.8670404689585882],[2.8271143400452057],[167.6004783210752]
10,708,604,[281],0.9965159105744131,[1.8785110685488366],[2.855196613551649],[165.84762311681354]
10,709,605,[228],0.9977472395229189,[1.5188767090150788],[2.4632963950540385],[155.83641357630526]
10,710,606,[623],0.9905413981110752,[1.7293713305453102],[2.696633332899784],[164.40697597451805]
10,711,607,[583],1.0006757774143478,[1.5472504058857321],[2.535115827394473],[168.22930603157621]
10,712,608,,0.9840975629126416,,,
10,713,609,[472],1.0392883522008767,[1.4317661573749847],[2.453082398151463],[165.99234988093147]
10,714,582,[610],1.040689476773504,[1.4641086101664802],[2.4808491017899583],[163.90807255766606]
10,715,611,,0.9678877750575537,,,
10,716,608,"[487, 199]",0.9169346387854586,"[1.955787440955277, 2.2577526690374543]","[2.757174917869881, 2.9680065840632874]","[144.94770861265258, 133.8974992050598]"
10,717,578,,0.9871068697119337,,,
10,718,610,[614],0.999269349892504,[1.6851168787623525],[2.6470933724143855],[160.21376346393936]
10,719,611,[490],0.9641827419944901,[2.03804939424141],[2.9515210155088853],[157.3950819387422]
10,720,612,[537],0.9795028401181336,[1.778516337342822],[2.7006245358655043],[155.5162305265492]
10,721,609,[456],1.0138486940267206,[1.5250458669177909],[2.4865372139356436],[156.1933261168839]
10,722,610,,0.9832306081078196,,,
