Frame,Donor,Acceptor,Distance
10,612,606,2.974385841449749
10,615,538,2.660462376243038
10,614,539,2.6761327583004393
10,596,413,2.4311183993721857
10,620,484,2.643942637751169
10,577,604,2.515682556684843
10,607,578,2.4267405950716334
10,579,608,2.511713216952657
10,618,506,2.6459718333408646
10,619,515,2.456583379024551
10,616,504,2.6391636691157356
10,617,606,2.4895577742380004
10,597,264,2.4986054191850617
10,596,417,2.7895166779784013
10,619,598,2.4384543788809854
10,589,241,2.9154577512778017
10,591,534,2.8851361453346445
10,271,590,2.4886125376451793
10,576,605,2.9711010952107384
10,580,613,2.421900095900725
10,609,440,2.6407580342662884
10,576,528,2.9179653977658866
10,577,221,2.472386375223325
10,578,568,2.937045552572385
10,578,214,3.1149143976653053
10,579,569,2.4237060526933067
10,580,268,2.6538789565802885
10,581,244,2.825630047026962
10,582,395,2.6926816506026547
10,582,523,3.0352491903354313
10,588,217,2.438918981204944
10,581,605,2.7256541402622974
10,582,408,2.602370995852567
10,583,530,3.137112376545059
10,584,230,2.8945486905361633
10,585,505,2.5676868254536616
10,585,253,3.092560552518379
10,586,411,2.8453376200855356
10,585,219,2.7375749276021777
10,580,586,2.43575867561339
10,588,587,2.4499768709310685
10,621,213,2.5484314738019123
10,586,425,3.2608570370727223
10,622,591,2.384678645833764
10,588,621,2.673478860731043
10,590,614,2.6351694534554366
10,592,581,3.065154277526717
10,593,621,2.639134277685609
10,595,601,2.640926427223918
10,592,570,2.7164358248058926
10,593,571,2.563125962856333
10,594,256,3.0750706080902064
10,595,257,2.6262051481925215
10,596,389,2.4969436232716484
10,597,594,2.4779024414142232
10,598,259,3.1952126789545177
10,599,458,2.8928097537397037
10,577,589,2.517372184975127
10,597,512,2.4902382763067554
10,600,246,2.9691654393296676
10,601,265,3.0124462786509674
10,602,581,2.7298600666803807
10,593,603,2.6013011865811593
10,600,214,2.780735454961765
10,601,513,2.79379091237571
10,602,212,2.7111376890908216
10,603,459,3.104174489465546
10,603,555,3.006823236492031
10,606,473,2.6826895333114216
10,607,486,2.8271143400452057
10,604,281,2.855196613551649
10,605,228,2.4632963950540385
10,606,623,2.696633332899784
10,607,583,2.535115827394473
10,609,472,2.453082398151463
10,582,610,2.4808491017899583
10,608,487,2.757174917869881
10,608,199,2.9680065840632874
10,610,614,2.6470933724143855
10,611,490,2.9515210155088853
10,612,537,2.7006245358655043
10,609,456,2.4865372139356436
10,615,611,2.41587079137014
10,595,612,2.4652367364896715
10,613,536,2.9931971539512214
10,615,599,2.4951343094026384
10,616,600,2.4303559407438837
10,617,601,3.07621283775085
10,602,618,2.395611590125356
10,616,218,2.4656405511196953
10,617,585,2.4138083368383465
10,618,216,2.699185357269089
10,619,267,2.578640100045769
10,620,592,2.542087028060325
10,587,255,2.8504209871805246
10,622,522,2.562787734770084
10,579,623,2.613444875945081
10,620,576,2.5713661743093867
10,621,245,3.1520194131292363
10,622,584,2.6444607473763053
10,623,215,2.517245339550629
11,613,536,2.6991433420575035
11,612,606,2.646851074955632
11,538,615,2.673314720675884
11,614,539,3.0404263743537143
11,596,413,2.6345772671832424
11,620,276,2.723084763358201
11,577,604,2.5982580994315536
11,578,607,2.7605789495559576
11,579,608,2.490955377841475
11,618,254,2.9901881168964257
11,619,598,2.728520091375255
11,504,616,2.563556668098935
11,617,606,2.7142778244951553
11,597,264,2.564686920656697
11,596,417,2.474117200291902
11,619,227,3.228937806639936
11,591,534,2.790475375330321
11,271,590,2.4977087568556153
11,576,605,2.596485370244719
11,580,613,2.576996304447928
11,609,440,2.663739431340655
11,576,196,2.5773853066692602
11,577,221,2.513283504685255
11,578,568,2.466918865561157
11,579,279,2.674666390783007
11,580,268,2.751956016551934
11,581,244,2.7921127445150224
11,582,523,2.8329150558398477
11,588,217,2.4824507423491426
11,581,592,2.6878524222540916
11,582,506,2.5938817394005307
11,583,558,3.190313644523145
11,583,230,3.0717204949336736
11,584,262,2.9589954338556828
11,585,505,2.5230044136413787
11,586,411,3.179995091327368
11,587,603,2.8840670968650044
11,584,583,2.8503496202165355
11,580,586,2.4719442578601742
11,588,587,2.6012090476578926
11,621,213,2.7629147855259184
11,586,520,2.7938686487805118
11,622,591,2.6693635010902805
11,588,621,2.5954568130630187
11,589,241,2.6961932380414626
11,590,614,2.6034143215958916
11,593,621,2.939094610448615
11,594,256,2.997811630841776
11,594,524,2.8988433420195716
11,595,601,2.424581781386855
11,592,212,2.595334899320281
11,593,571,2.5136278826778113
11,594,237,3.0762608870428636
11,595,257,2.709338083915752
11,596,389,2.764323927132107
11,597,594,2.4493294782940387
11,598,259,2.9206405804186297
11,599,615,2.886504782219414
11,577,589,2.5050123660668246
11,597,512,2.5549053640120203
11,599,570,3.1162111906958025
11,600,502,2.7214955422411955
11,601,513,2.7131040906964494
11,602,581,2.6338077279219063
11,593,603,2.6473622400386065
11,600,583,2.9002268229162844
11,601,265,2.610466363917392
11,602,599,2.457227016402043
11,603,459,2.813603752310665
11,605,516,3.2048468475254803
11,606,473,2.68445685177479
11,607,486,2.764927156232833
11,604,281,2.8143524605415506
11,605,581,2.906146871835124
11,606,623,2.8287878674924523
11,609,472,2.6609711943456285
11,582,610,2.3855526864220526
11,611,576,3.0125722858128516
11,608,612,2.5581873901437366
11,578,600,2.4438264426104954
11,611,490,2.9429404564470447
11,612,537,2.842347393919006
11,609,456,2.4588105631098616
11,610,491,2.6609136537079423
11,615,611,2.5484838667326697
11,595,612,2.7573534565767903
11,616,218,2.8195201962897425
11,617,553,2.780277374306477
11,602,618,2.378393469284895
11,603,598,2.8618541813422933
11,585,617,2.459292273955508
11,618,216,2.8047701552241424
11,267,619,2.4167134551926472
11,620,592,2.5261549118572972
11,622,522,2.7332876102724257
11,579,623,2.5721848794367337
11,620,576,2.4469884738860777
11,622,584,2.479044381970716
11,623,215,2.701411626318315
12,613,488,2.948292725084079
12,612,257,2.6093655054926623
12,615,538,2.7362871448295873
12,614,539,2.517822014230039
12,596,413,2.5339140195971215
12,620,484,2.77556817612366
12,577,604,2.3976827088864083
12,578,607,2.4240367362872415
12,579,608,2.4217519218259027
12,619,598,2.9259102262612107
12,616,583,2.3776285213402035
12,617,553,2.8103126898494004
12,597,264,2.5152953023328
12,596,417,2.8642120847300725
12,589,241,2.8042703831447877
12,591,534,2.987727343226312
12,590,271,2.655589740507695
12,576,605,2.4002591762719083
12,580,613,2.490299812788754
12,609,440,2.806689829301423
12,623,585,2.796084610667925
12,576,260,3.2300744330319104
12,577,221,2.533519909641281
12,578,486,2.5459749061503563
12,579,569,2.533620095046643
12,580,268,2.691152806005743
12,581,500,3.03242617592823
12,523,582,2.5451736265837255
12,583,214,2.6897825919596463
12,588,217,2.4402101268176697
12,581,592,2.633269796564986
12,582,506,2.9651464664707747
12,583,246,3.211326830022604
12,583,502,2.9874594021733043
12,585,505,2.6696369592009814
12,586,520,2.7996604750563456
12,587,603,3.2977042865334085
12,584,230,2.7519737119328753
12,580,586,2.5568768253225818
12,588,587,2.8345958897999393
12,621,213,2.696140479950552
12,586,411,3.1993480326424
12,622,591,2.5532373744506147
12,588,621,2.6761065672923876
12,614,590,2.462334656839745
12,592,570,2.682179986194507
12,593,621,2.663894393728082
12,594,237,2.9544705100181323
12,595,601,2.5316506114810347
12,593,571,2.446845540237745
12,594,256,2.934938936771595
12,595,236,2.806210487500951
12,596,389,2.4507294206787997
12,597,594,2.5386760451985935
12,598,259,2.5865432424150625
12,599,458,2.9547442830948984
12,577,589,2.508253613744069
12,597,512,2.6075455868910864
12,599,602,3.0097532977292834
12,599,570,3.0744061382782433
12,600,583,3.0177166805315827
12,602,581,2.6336293994654065
12,593,603,2.5403099419609845
12,600,568,2.6599017866860404
12,601,265,2.5449807092772447
12,602,212,2.426492587792101
12,603,598,2.6165322956701735
12,604,281,2.95895904933493
12,605,581,2.575174118104624
12,606,457,2.723607904566133
12,607,584,2.7910518863304534
12,605,228,2.960175082871101
12,606,473,2.55746691608424
12,607,262,3.1293699199009497
12,609,472,2.4932691806169336
12,611,490,2.9362241332805574
12,608,487,2.5663476913293675
12,578,600,2.736337967040879
12,610,491,2.8498757251462896
12,609,456,2.435260151175789
12,615,611,2.5897243831235164
12,612,595,2.483907118610008
12,613,536,3.1277528942301482
12,614,610,2.565388138439474
12,615,599,2.543531022386501
12,616,218,2.8809204198133287
12,606,617,2.390779702078037
12,602,618,2.513172409009222
12,603,459,2.759558918906988
12,616,504,2.5305486117163443
12,617,585,2.59288152307729
12,618,216,2.8995637717803264
12,267,619,2.574387756263953
12,620,592,2.965412268143843
12,587,555,2.9526499528399928
12,579,623,2.5396556084111768
12,576,620,2.5370130157650745
12,621,245,3.174357010671723
12,622,522,2.4102179500132936
13,613,392,2.5421967198890374
13,612,606,2.804059029375867
13,615,538,2.313468014193287
13,614,195,2.5996565078611633
13,596,413,2.555249261191502
13,620,528,2.818018517441889
13,604,577,2.388166329787213
13,578,607,2.5253544500308904
13,579,608,2.5004657964844914
13,618,216,2.6985517703226436
13,619,598,3.0859086139993823
13,583,616,2.5061193949951046
13,617,569,2.622137489506002
13,597,264,2.7139278792093644
13,596,417,2.8034683304228314
13,619,515,2.661891357174299
13,589,580,2.6715791475885284
13,590,271,2.6759764265674293
13,576,516,3.0679380127647398
13,609,456,2.5709654284808807
13,576,605,2.6046819846064726
13,577,241,3.0320129708323567
13,578,214,2.4293990346340126
13,579,215,2.5251384948541666
13,580,268,2.8865116159830158
13,581,605,2.8517355744731496
13,582,426,2.614724539864253
13,582,506,2.986895451851553
13,583,600,2.8441944563162522
13,588,217,2.601373082013497
13,581,212,2.5822128062283842
13,582,408,2.52166316869022
13,583,607,2.770486730091613
13,586,589,2.702866667962784
13,587,255,2.985982597330593
13,587,555,2.921410940485725
13,584,230,2.82153516267453
13,586,253,2.805709677539288
13,588,587,2.428440641686423
13,621,213,2.534280194354511
13,613,586,2.5229659389900574
13,622,591,2.608708185287654
13,588,621,2.932344170796536
13,589,233,2.996164433499581
13,614,590,2.4601692476469537
13,591,235,2.8843539543165413
13,592,581,2.9856964204885417
13,593,621,2.591514463912045
13,594,256,2.751497630546372
13,595,601,2.431359970587684
13,592,276,2.822603625610602
13,592,484,2.9450567313512814
13,593,571,2.4858153877239615
13,594,237,3.22360627254349
13,595,265,2.7952069078259387
13,596,389,2.4974904412537917
13,597,594,2.5895992157804724
13,599,458,3.1711703867879306
13,577,589,2.5993693137996567
13,597,512,2.483012244882524
13,598,259,2.874459751663983
13,599,570,3.05882733054365
13,601,585,2.583958642801966
13,602,581,2.6119640789131755
13,593,603,2.61942544985443
13,601,553,3.0412566613523517
13,602,599,2.786767505375243
13,603,459,2.714796363521024
13,607,584,2.602055048316698
13,604,221,2.603820694673052
13,605,556,3.0161072189236906
13,606,537,2.397929986517039
13,607,246,2.630104137276335
13,609,440,2.682436625791046
13,582,395,2.6539661575601725
13,611,490,2.8233067604411044
13,608,279,2.95156507461717
13,612,257,2.622230490112075
13,609,472,2.5541216666879234
13,610,539,2.8059917788027775
13,615,611,2.7130114423795457
13,595,612,2.6808675811588683
13,613,411,2.5604328494880817
13,614,610,2.6157056264690466
13,615,599,2.439746193204767
13,616,504,2.7212151585600055
13,617,606,2.5404970931834376
13,602,618,2.448856412105755
13,603,598,2.9538148112301057
13,616,218,2.4533320350605785
13,617,457,2.8664563339841713
13,618,506,2.7211898859738044
13,267,619,2.4779942389157608
13,620,592,2.5621452197224484
13,587,603,2.772670003970822
13,622,394,2.6983223649796626
13,579,623,2.655327019998321
13,620,576,2.393164981125472
13,622,507,2.806986962781931
13,623,247,2.791604226140862
14,613,411,2.4456505713655807
14,612,236,2.7560818668355487
14,615,620,2.6976038246400385
14,614,195,2.7110355613411654
14,596,413,2.4706858534888396
14,620,484,2.6941624742475314
14,604,577,2.401870082141781
14,607,578,2.534151945857951
14,579,608,2.8498714340492057
14,618,605,2.6771221194648103
14,619,598,2.799090943623322
14,616,583,2.4674994816149773
14,617,473,2.710318793909433
14,597,264,2.598969799992822
14,596,417,2.6172658496871097
14,591,611,2.568780717369031
14,576,556,2.954239269094899
14,580,586,2.7302388036167016
14,609,472,2.657488596852407
14,623,247,2.6644149723760666
14,577,221,2.6518246179420593
14,578,214,2.7661286183720435
14,579,215,2.5733175030131537
14,580,192,3.20263617989017
14,581,576,2.3672125939466677
14,582,426,2.5590360255270452
14,583,600,2.666903897363494
14,217,588,2.4629296747383735
14,581,500,3.2011964205548544
14,582,408,2.3721058284918413
14,583,578,3.180893600891021
14,586,520,3.028012713587546
14,587,598,2.9084099172918703
14,584,230,2.73701884356658
14,585,505,2.8671191280197625
14,586,268,2.576202439545988
14,588,587,2.5894836320107637
14,613,425,2.8717620619396245
14,590,271,2.5061425109077184
14,591,622,2.4428595326093165
14,588,621,2.809233722320932
14,589,586,2.8700267048185673
14,590,614,2.441354949769511
14,591,522,2.5285073557363438
14,592,581,2.4596219393066647
14,593,475,3.1452683128997427
14,594,237,2.942375704304281
14,595,601,2.4889297726860993
14,592,570,2.5449499378319147
14,593,539,2.8686202534403353
14,594,256,2.623071387848916
14,595,265,2.8479815794732137
14,596,389,2.4535809751556235
14,594,597,2.3838501021111753
14,598,227,2.91839887485816
14,599,458,2.664510836527836
14,577,589,2.638032795379794
14,597,512,2.8317036059159477
14,598,593,2.838563942344873
14,599,474,2.787656602081313
14,601,585,2.6244890501233087
14,602,254,3.196289202619644
14,603,593,2.535353157899604
14,600,584,3.2604727612456568
14,601,553,3.192147785945382
14,601,225,3.188704396292698
14,603,571,2.5685146339813603
14,604,580,2.455668923990988
14,606,201,2.798304080823962
14,607,584,2.506909648623575
14,604,281,2.820651243617515
14,605,560,2.952670978822675
14,606,608,2.7883701994737753
14,607,246,2.6258366733770826
14,609,536,2.512892558355167
14,582,395,2.627142803007488
14,611,270,3.112859973580759
14,608,279,2.7245810741732766
14,610,259,3.1364460828668608
14,612,257,3.0687395410240956
14,609,568,2.597805864903704
14,615,202,2.7237208243217066
14,595,612,2.5563734039188892
14,613,392,2.59491791029243
14,614,610,2.7532971536892696
14,599,615,2.410006034293348
14,616,504,2.65032059738667
14,617,606,2.431947852552139
14,618,602,2.5509602031768686
14,603,621,2.4868911588981
14,616,218,2.8490046029997744
14,617,457,2.761712127434517
14,618,216,2.563424962078283
14,619,267,2.4069657673840674
14,592,620,2.5547498962729787
14,587,255,3.1639577202154996
14,622,507,2.9009867122497437
14,579,623,2.4130650095694253
14,621,213,2.5054927854382996
14,622,409,2.800391216596705
15,613,411,2.4881153377653176
15,615,620,3.0408597944315954
15,614,195,2.81826406051439
15,596,413,2.3633948339361255
15,620,484,2.6426352583199
15,577,604,2.588885689096247
15,607,578,2.5981366265372494
15,579,608,2.693828535597413
15,618,605,2.6022589110867886
15,583,616,2.4434456307077457
15,617,569,2.706147604422664
15,617,608,3.0344386493522446
15,597,264,2.674522097151954
15,596,417,2.7944485536596053
15,619,598,2.7281660034439894
15,589,586,2.699204102505034
15,591,611,2.5598182092446016
15,590,271,2.547378304121619
15,576,556,2.9902050372313598
15,580,586,2.970056177944547
15,609,472,2.75370160122298
15,609,552,3.2271691013162647
15,623,247,3.218408854812961
15,576,605,2.799514105630107
15,577,509,2.778546574016359
15,578,214,2.622798760620123
15,579,215,2.509759397154482
15,580,192,3.2240416985641316
15,581,576,2.5523841925681157
15,582,426,2.87694636251155
15,583,600,2.5125463738891654
15,588,217,2.4561271994030784
15,581,500,2.913296035567604
15,582,408,2.5839351093341407
15,583,218,2.610582305195349
15,584,518,2.706559627819743
15,585,505,2.7202116503691633
15,586,268,2.732096526312093
15,586,532,3.2370104082781657
15,587,598,2.8224664800601094
15,586,520,3.080226854074682
15,588,587,2.569481080360701
15,613,425,2.6099107782022775
15,590,523,2.877668874972154
15,591,622,2.446167934091552
15,589,549,2.926140774519085
15,589,233,3.177849951776836
15,614,590,2.4117392864938845
15,591,270,2.73969907300149
15,592,581,2.627930316244254
15,593,475,2.7983212028278195
15,594,237,2.613748779021546
15,601,595,2.441225089133354
15,592,570,2.435718904719517
15,593,459,2.907739951071291
15,594,524,2.7922841182367097
15,595,513,2.7407117659857536
15,596,389,2.468188834159257
15,597,594,2.433978077097739
15,598,227,2.9594025158153814
15,599,458,2.5979034037532345
15,577,589,2.469149494937528
15,597,512,2.7194773087721624
15,598,593,2.7756511618557096
15,599,474,2.4462323103525763
15,601,585,2.5665777098291054
15,602,254,3.0471915756437165
15,603,593,3.1444131640793924
15,601,553,2.6110240213559455
15,602,581,2.6444422725679386
15,603,571,2.432555425851569
15,604,567,2.946887994644996
15,606,537,2.6015251543928377
15,607,584,2.4902842064192168
15,605,580,2.522748099359123
15,606,612,2.8858341081508145
15,607,246,2.7280462731782245
15,608,279,2.8420343682236315
15,609,536,2.5106045517542808
15,582,395,2.4101823014166848
15,611,258,2.742990991405244
15,610,539,2.910777371283115
15,612,525,3.112025943316359
15,612,257,3.020467383487272
15,609,568,2.5453867660844693
15,610,259,3.0561321382407964
15,615,202,3.2941384539298513
15,613,392,2.5610371564138776
15,614,610,2.583748336575776
15,599,615,2.403918676999232
15,606,617,2.395723708427903
15,618,602,2.413920377704643
15,603,621,2.409780093151399
15,616,393,3.293180980865318
15,617,473,2.549274939956612
15,618,216,2.5890011727659465
15,267,619,2.505024286074854
15,592,620,2.7016004543417473
15,587,255,2.8932486705575733
15,622,522,2.5701690561563457
15,579,623,2.5971089956152222
15,621,213,2.5828296104153803
15,622,394,2.9191883011698256
16,613,411,2.4891088232577308
16,612,595,2.722362417163287
16,614,195,2.6901046359968266
16,596,413,2.485074396071365
16,620,484,2.6216711731203155
16,577,604,2.5550450978079646
16,607,578,2.382745461805356
16,579,608,2.463057754286211
16,618,605,2.667009466902973
16,619,598,2.5995847603769313
16,583,616,2.5360110410821557
16,617,457,2.6185965066376937
16,597,264,2.533798469422974
16,596,417,2.791783438517912
16,596,513,3.0339311744240054
16,589,586,2.7205650210838126
16,591,611,2.4646400045738606
16,580,532,2.772524487322759
16,609,472,2.5855246880451936
16,576,556,3.0477357469710893
16,577,221,2.679465154280995
16,578,214,2.6790057125693334
16,579,215,2.6520984685171687
16,580,586,2.9808221791024176
16,581,576,2.530028911221638
16,582,426,2.6507897904608697
16,583,600,2.562017295972341
16,588,217,2.5495700435312774
16,581,500,3.0261959245158434
16,582,408,2.5008784494542087
16,583,252,2.8489846350140864
16,584,230,2.9471301337760405
16,584,518,3.1123807621025508
16,585,505,2.704040215504336
16,586,233,2.9278877493581166
16,587,598,2.64548127455274
16,586,520,2.8841633128593034
16,588,587,2.440512435496799
16,621,245,3.027821984116521
16,613,425,3.055591107840137
16,590,271,2.6031205910161823
16,591,622,2.626124375404275
16,588,621,3.1168046560435676
16,589,241,3.026532408833033
16,614,590,2.4584747176976456
16,591,522,2.8346692644706355
16,591,235,3.171377447749579
16,592,581,2.5513129242148507
16,593,459,2.9172352778983432
16,594,237,2.9943035623363303
16,601,595,2.8043020459839827
16,592,570,2.510717494128695
16,594,256,2.903506324648215
16,595,265,2.793500382269579
16,596,389,2.654736963141648
16,597,594,2.363377821061471
16,598,227,2.8904254944510677
16,599,458,2.3948054287951086
16,577,589,2.4029404177842912
16,599,474,2.6442304712527958
16,601,585,2.3796541630800156
16,602,254,3.1114829534230912
16,603,593,2.5321347239219043
16,600,218,2.518359466712538
16,600,562,2.9651895587982975
16,601,617,2.7350334144876824
16,602,581,2.897622133034155
16,603,571,2.425049181894029
16,604,580,3.069181699218861
16,606,537,2.5307150261440516
16,607,584,2.3890837016826376
16,604,281,3.383785803174177
16,605,580,2.741465801744134
16,606,612,2.5523292903195403
16,607,246,2.8387949738162708
16,608,279,2.77321594537481
16,609,456,2.585319144863158
16,582,395,2.501472161026789
16,611,270,2.6027892107043535
16,612,525,2.85097745802157
16,609,440,2.742554387475312
16,610,259,2.566550514855454
16,615,620,2.6384768509911405
16,595,513,2.7249312971974042
16,613,392,2.461412022353077
16,614,610,2.5103827440418294
16,599,615,2.5680558178005093
16,606,617,2.4361501094465705
16,618,602,2.4970304830643615
16,603,621,2.6668626924215992
16,616,410,2.72396320649642
16,617,569,3.209299565603841
16,618,216,2.5750727582884987
16,267,619,2.6104122697211842
16,592,620,2.5648179496764376
16,587,255,2.63678004222547
16,622,409,3.0631521074686505
16,579,623,2.6873987852247416
16,621,213,2.8925058001052126
16,621,501,2.9107987253150056
16,622,394,2.7701539383711338
16,623,407,3.0700114116391757
17,411,613,2.4332284920327774
17,612,525,3.072195249961003
17,615,258,2.9814214065285976
17,614,195,2.795048582818253
17,596,413,2.4461312020346875
17,620,484,2.7874844125101204
17,577,604,2.5480394903706105
17,607,578,2.5144033086145816
17,579,608,2.516632307637282
17,618,605,2.8147979918090758
17,619,598,2.727746175768033
17,583,616,2.373627377106286
17,597,264,2.553818150717628
17,596,417,2.6505938304836834
17,589,586,2.6736850831204957
17,591,611,2.4375809369582866
17,590,271,2.5157894231493994
17,576,228,3.0360861841495574
17,609,472,2.5890756917708155
17,577,281,2.839780117086968
17,579,215,2.6047524685575443
17,580,268,2.71204185610702
17,581,576,2.7942347275920714
17,582,426,2.741249321967462
17,583,600,2.46833190260611
17,588,217,2.5772293738788603
17,582,408,2.497676119779047
17,583,252,3.267824560402686
17,584,246,2.699053671599226
17,585,505,2.511919960824881
17,586,241,2.970803287212441
17,587,598,2.82413263512578
17,588,587,2.389608711906602
17,621,245,3.1748947331481303
17,613,425,2.9497337454354584
17,591,622,2.531592014346085
17,588,621,2.701493473837898
17,589,221,2.6131399289599178
17,614,590,2.486054633250734
17,591,522,2.499545306965847
17,592,581,2.517282318964702
17,593,459,2.7451960869617826
17,594,256,2.877649376270351
17,601,595,2.4984470490195827
17,592,570,2.4459497309927194
17,593,539,2.8844892512432287
17,594,237,3.0299967922540056
17,596,389,2.4869868739276026
17,597,594,2.461315069767212
17,598,227,3.0179020151486498
17,599,602,2.7730701740887933
17,577,589,2.380308564461619
17,597,512,2.855202593389013
17,598,593,3.093882660155375
17,599,474,2.773828758202391
17,600,218,2.5769875738336983
17,601,585,2.474492017477985
17,602,212,2.839679757308871
17,603,593,2.4007191632525013
17,601,553,2.7276699786477443
17,602,581,2.726632100346091
17,603,571,2.509258375595614
17,604,580,2.860335837236968
17,605,576,3.2329783854697687
17,606,537,2.466143306507105
17,607,584,2.4553224408160848
17,604,192,3.186848236742305
17,606,612,2.568516489714036
17,607,214,2.7227919028419283
17,609,456,2.4232612648435716
17,582,395,2.5085603438700255
17,608,279,2.7883388263396904
17,578,278,2.7379620774128774
17,611,534,3.0812815696821096
17,612,595,2.7274144963696285
17,609,440,2.9048772366294715
17,610,259,2.657963529595255
17,615,538,2.601307313249192
17,595,513,2.6828493876753794
17,613,392,2.7191644970528768
17,614,610,2.5316094322841085
17,615,599,2.3773927387776896
17,616,410,3.1673641743058507
17,606,617,2.584445164436807
17,618,602,2.3806084432297157
17,603,621,2.714740849837783
17,616,521,2.859279561445554
17,617,569,2.9564759143425854
17,618,216,2.6718767079616343
17,267,619,2.5099501826587867
17,592,620,2.459991524018498
17,587,255,2.7291415789664
17,622,394,3.0257983220754694
17,579,623,2.4680677939998885
17,621,213,2.8432994331932133
17,622,507,3.1474377697941325
17,623,247,2.744363049583628
18,613,411,2.6847279144065053
18,615,620,2.445553628317089
18,614,195,2.8313655091502414
18,596,413,2.5597107574200706
18,620,490,2.5895287509679545
18,577,604,2.4189612742755253
18,607,578,2.3889378665329346
18,579,608,2.448680335647478
18,618,605,2.498924859771754
18,619,598,2.7685480403679867
18,583,616,2.4830958645116703
18,617,489,2.828185437532194
18,596,417,2.5144194455889033
18,589,221,2.5784533147357958
18,591,611,2.3984884056470483
18,590,271,2.3841463457335212
18,576,228,2.8514954899365175
18,609,472,2.4438753031684484
18,623,247,2.6753792266374115
18,576,580,2.8731360913402866
18,577,281,2.7433801085274236
18,579,215,2.555736220244389
18,580,268,2.5647370862612773
18,581,576,2.7985414099747077
18,582,426,2.954143019512871
18,583,600,2.546031625170126
18,588,217,2.786221765890439
18,581,244,2.780715939901175
18,582,408,2.5092274714921556
18,583,504,2.5478682349665287
18,584,246,2.796851694483809
18,585,505,2.4719908478690216
18,587,507,2.477479836853836
18,586,585,2.8511263481785947
18,587,588,2.452268477182205
18,621,245,3.2451286668147077
18,613,586,2.6387682840373152
18,591,622,2.5523242790559153
18,588,621,3.216117184234667
18,589,509,3.0163478768453067
18,614,590,2.416599880546172
18,591,522,2.4808543891474093
18,592,581,2.5937794725111587
18,593,475,2.801899114639305
18,594,237,3.0690285518491796
18,601,595,2.4567990615134927
18,592,212,2.4496204564188537
18,593,539,2.754171860405951
18,594,256,2.5883953871190695
18,595,513,2.668125992465572
18,596,389,2.56875175986867
18,597,594,2.436208299702293
18,599,458,2.8948330165166407
18,577,589,2.5098580779632464
18,597,512,2.729165027413991
18,598,555,3.0085110812491447
18,599,570,2.6913726591788483
18,600,562,2.9028010505984034
18,601,585,2.651711869930683
18,602,599,3.0794524141072737
18,593,603,2.514820085706082
18,601,553,2.6231625137907555
18,602,254,3.007592621495153
18,603,571,2.6197162636683715
18,604,580,2.6824797364922053
18,605,576,2.78383516355595
18,606,537,2.43104204599149
18,607,584,2.5333196163553824
18,604,192,3.1433033976064784
18,606,612,2.473281557779564
18,607,214,2.6701625460202814
18,608,569,2.9550986965156945
18,608,279,2.925676258510713
18,609,456,2.560991551145562
18,582,395,2.653603912608859
18,578,278,2.8531261530107184
18,611,534,2.8294506519923024
18,612,257,2.797401748581861
18,609,440,2.6045329496350305
18,610,259,3.244595338648736
18,615,538,2.5422104788920783
18,613,392,2.4519907039971645
18,614,610,2.5173436174608836
18,615,599,2.5797536726772403
18,616,489,3.1792323324637572
18,606,617,2.445559648001099
18,618,602,2.7421111124755297
18,603,621,2.7535105355361935
18,618,216,2.518863220881733
18,267,619,2.5224248581621684
18,592,570,2.8467743933483054
18,587,598,2.644975269962475
18,622,394,2.955085080909977
18,579,623,2.5246242013857825
18,620,484,3.172020256773179
18,621,213,2.7723100384630137
19,613,411,2.753959547032305
19,612,525,2.970454702291463
19,615,258,2.4292312305241386
19,614,195,2.678452948702568
19,596,413,2.546603915826658
19,577,604,2.6502358796902357
19,607,578,2.580315206460516
19,579,608,2.402072109470605
19,618,605,2.6252015724812177
19,619,598,2.715098385257297
19,583,616,2.361301181580666
19,617,489,2.8177258493895354
19,264,597,2.381685659203599
19,596,417,2.5752383030032533
19,591,611,2.7380530607023554
19,590,271,2.647351933703175
19,576,228,2.9232280263442294
19,580,520,2.753861158119952
19,609,472,2.542854349628866
19,623,505,2.5450432828111365
19,576,580,2.8802727977588605
19,577,281,2.9709408713284535
19,579,215,2.7728024219734544
19,580,268,2.730277793778752
19,581,576,3.127030087354494
19,582,426,2.7457753386293535
19,583,600,2.7336489429763886
19,588,217,2.5748806135223683
19,581,244,3.097865400886267
19,582,408,2.5085558798682506
19,585,623,2.7143762566432392
19,586,585,3.123413285267602
19,587,255,2.860857840334877
19,584,246,2.7389337909024625
19,585,553,2.578903569168479
19,586,233,2.810124895910938
19,588,587,2.388967911617604
19,613,586,2.445033764652587
19,591,622,2.4232676081530555
19,588,621,2.679666707392977
19,589,221,2.7015667304449016
19,614,590,2.4453661758753453
19,591,522,2.6312633428574617
19,592,581,2.582684301666602
19,593,475,3.2157982124931963
19,594,256,2.6153370976581245
19,601,595,2.5703878682942705
19,592,212,2.5142496188724404
19,593,539,3.0555038335312723
19,595,541,2.6628541005980497
19,596,389,2.4423086366184865
19,597,594,2.5017543108053366
19,598,227,3.025459788272893
19,577,589,2.3925573146521146
19,597,512,2.7584958613443797
19,598,593,2.891420882135011
19,599,474,2.955463846984787
19,600,218,2.802470774322981
19,601,585,2.4633966740476194
19,603,593,2.509814787778036
19,601,513,2.7532586984116145
19,602,599,2.623579882314805
