O index,O index,distance
267,619,2.578640100045769
268,268,0.0
268,324,2.855363274962638
268,344,2.6022863976961865
268,392,2.7661702150538834
268,460,2.8746153583078216
268,520,2.6993147518464666
268,532,2.594319206659495
268,580,2.6538789565802885
269,269,0.0
269,325,2.7359867808479232
269,345,2.477925722343338
269,393,2.9401600820206615
269,461,2.6613229131115004
269,521,2.80187798986308
269,533,2.5106104502309083
270,270,0.0
270,326,2.867307649638166
270,346,2.676241457501826
270,394,2.9261886281506557
270,462,2.6518136861229227
270,522,2.827479648388031
270,534,2.5528111326318395
270,622,2.98357487190571
271,271,0.0
271,327,2.7621507138495587
271,347,2.7372782604957098
271,395,2.8940337066459563
271,463,2.55900815379253
271,523,2.618231974280836
271,535,2.600085410979649
271,590,2.4886125376451793
272,272,0.0
272,288,2.699018555365579
272,380,2.6071779757962292
272,400,2.663757617141433
272,436,2.649717848533699
272,494,2.623579573102018
272,560,2.602675713629444
273,273,0.0
273,289,2.5306787744294716
273,381,2.622099425357601
273,401,2.6108658628255683
273,437,2.5724503238879994
273,495,2.549601266862353
273,561,2.664927267267377
274,274,0.0
274,290,2.64871474244209
274,382,2.586952157133245
274,402,2.728991248506404
274,438,2.6680226021873
274,492,2.6360121643175307
274,562,2.6442467692996923
275,275,0.0
275,291,2.6443396417176617
275,383,2.701456369109961
275,403,2.676865061349528
275,439,2.589293363856375
275,493,2.5737949258254558
275,563,2.649511016237253
276,276,0.0
276,298,2.580991123438266
276,374,2.629376770806823
276,412,2.625172417244899
276,442,2.615436180078295
276,484,2.5111574876846974
276,570,2.5884719299004697
277,277,0.0
277,299,2.737047516444009
277,375,2.6723599966645253
277,413,2.6108983655526887
277,443,2.6767437689550033
277,485,2.592167672092907
277,571,2.516340948703283
278,278,0.0
278,296,2.662446312341555
278,372,2.636530852192074
278,414,2.6810808055537225
278,440,2.6855931042321273
278,486,2.4549017373177757
278,568,2.5662598688761347
278,607,2.979007332881485
279,279,0.0
279,297,2.597317566139617
279,373,2.5902521607231033
279,415,2.614673105127464
279,441,2.670538646047871
279,487,2.57381149973358
279,569,2.5556410641034724
280,280,0.0
280,303,2.712718845739948
280,378,2.7332106745971023
280,404,2.5851738994644586
280,446,2.6447383473034094
280,481,2.6519481462594583
280,566,2.6435745089476885
281,281,0.0
281,302,2.740601925487326
281,379,2.676763573962299
281,405,2.529845363123124
281,447,2.550247561597763
281,480,2.6152101803150325
281,567,2.607268224035918
281,604,2.855196613551649
282,282,0.0
282,301,2.577963515602555
282,376,2.592594985111131
282,406,2.7491002289177264
282,444,2.687070283421153
282,483,2.6751324527032034
282,564,2.526553289479708
283,283,0.0
283,300,2.7128097605772155
283,377,2.6037923789939494
283,407,2.6009029122813696
283,445,2.6579850678088164
283,482,2.6485787613395755
283,565,2.5548975555386333
284,284,0.0
284,293,2.7557493101912938
284,368,2.659358805608833
284,408,2.7119211098622276
284,432,2.617184008968844
284,491,2.6596766174342696
284,572,2.5344000386522785
285,285,0.0
285,292,2.539526265501377
285,369,2.6349428091467635
285,409,2.5103842734868205
285,433,2.687814309409206
285,490,2.5216621491215236
285,573,2.6744645424209503
286,286,0.0
286,295,2.617123814054955
286,370,2.657332901571369
286,410,2.6287468486670336
286,434,2.6818141924965078
286,489,2.6474586914180285
286,574,2.499313026860918
287,287,0.0
287,294,2.7088810332290545
287,371,2.7017425801769055
287,411,2.6719271116043917
287,435,2.606162485994814
287,488,2.5776450022904145
287,575,2.6152859480686215
288,192,2.728831659995582
288,272,2.699018555365579
288,288,0.0
288,384,2.607850875960287
288,400,2.6121303873777517
288,480,2.642578491111117
288,494,2.632179237123971
289,193,2.665952371044391
289,273,2.5306787744294716
289,289,0.0
289,385,2.5969938461873787
289,401,2.606895894380913
289,481,2.7507801700421104
289,495,2.708940252286978
290,194,2.6286716675381334
290,274,2.64871474244209
290,290,0.0
290,386,2.6895531490026063
290,402,2.7112613388045315
290,482,2.567009251974109
290,492,2.688781548057956
291,195,2.675468397811237
291,275,2.6443396417176617
291,291,0.0
291,387,2.6383486821560123
291,403,2.646976216810819
291,483,2.7908406950574056
291,493,2.5898413717710747
292,196,2.5839250474005127
292,285,2.539526265501377
292,292,0.0
292,388,2.4561260529186546
292,409,2.694844012367792
292,484,2.6704112208747848
292,490,2.586294970583361
293,197,2.662514678996891
293,284,2.7557493101912938
293,293,0.0
293,299,2.901834918863283
293,389,2.665563190967802
293,408,2.667348770582155
293,485,2.633206034870007
293,491,2.6343232906090086
294,198,2.5797452673230983
294,287,2.7088810332290545
294,294,0.0
294,296,2.9784491175055003
294,390,2.671218813737916
294,411,2.760994686598985
294,486,2.730595437569612
294,488,2.478150181061026
295,199,2.560864940301427
295,286,2.617123814054955
295,295,0.0
295,391,2.735711799780044
295,410,2.7034716483287404
295,487,2.5895474377466883
295,489,2.6829794451374758
296,200,2.576666800129916
296,278,2.662446312341555
296,294,2.9784491175055003
296,296,0.0
296,392,2.5827073655693975
296,414,2.653728969589242
296,486,2.707780189111901
296,488,2.6631855704379097
297,201,2.570335977934564
297,279,2.597317566139617
297,297,0.0
297,393,2.6101883181352776
297,415,2.6853354644951706
297,487,2.5469021345660487
297,489,2.8190046712852035
298,202,2.640765057146318
298,276,2.580991123438266
298,298,0.0
298,394,2.613444920081347
298,412,2.671932906328214
298,484,2.6319570791136364
298,490,2.5705169077513754
299,203,2.601625254824824
299,277,2.737047516444009
299,293,2.901834918863283
299,299,0.0
299,395,2.4977022024593794
299,413,2.786743796636068
299,485,2.5575694969657223
299,491,2.5667904774558226
300,204,2.56289859939141
300,283,2.7128097605772155
300,300,0.0
300,396,2.6396788435490417
300,407,2.61159721554665
300,482,2.5907260718145255
300,492,2.8214582053946793
301,205,2.6972812587285975
301,282,2.577963515602555
301,301,0.0
301,397,2.6540913355381845
301,406,2.6346390034302787
301,483,2.720288925608696
301,493,2.6011439046306033
302,206,2.5754567156722965
302,281,2.740601925487326
302,302,0.0
302,398,2.7138955718227664
302,405,2.6110396495926618
302,480,2.688125864686131
302,494,2.688272651346879
303,207,2.7450223104573146
303,280,2.712718845739948
303,303,0.0
303,399,2.519240671736846
303,404,2.574326110349687
303,481,2.6366632083698742
303,495,2.7391208365965847
304,208,2.6317883221922513
304,240,2.753203058796634
304,304,0.0
304,400,2.650705838076042
304,416,2.653438020289808
304,498,2.6598547358855744
304,508,2.628056041213674
305,209,2.699530141451959
305,241,2.5607641322450543
305,305,0.0
305,401,2.598642240467475
305,417,2.761769316355519
305,499,2.618960017068883
305,509,2.6201576561055533
306,210,2.542555441815018
306,242,2.608776834151267
306,306,0.0
306,402,2.664549053970061
306,418,2.6296295161879693
306,496,2.577881522927323
306,510,2.612777128570161
307,211,2.6522659948509246
307,243,2.7897184324301967
307,307,0.0
307,403,2.759958695846115
307,419,2.5313657670382224
307,497,2.728183135057738
307,511,2.6411983528024425
308,214,2.645507419503389
308,252,2.58509040268205
308,308,0.0
308,406,2.6456087834842594
308,424,2.5992342511178377
308,502,2.7406413697138636
308,504,2.675694495999842
309,215,2.6735197443838246
309,253,2.64563867425667
309,309,0.0
309,407,2.622486131967145
309,425,2.6915407934345437
309,503,2.534588590971636
309,505,2.551975053765056
310,212,2.6722601185499832
310,254,2.788554197345565
310,310,0.0
310,404,2.58493010289804
310,426,2.5972334476191263
310,500,2.576859199365735
310,506,2.633643372418732
311,213,2.6269891531136484
311,255,2.785676747974307
311,311,0.0
311,405,2.669815796457795
311,427,2.512328554695882
311,501,2.652466649915544
311,507,2.6270577245052777
312,216,2.803999569292274
312,244,2.591111001136928
312,312,0.0
312,408,2.7627902587272684
312,428,2.664484598777791
312,500,2.750303525973995
312,506,2.918823208732314
313,217,2.947034127098271
313,245,2.7042805037943625
313,313,0.0
313,409,2.876076519440789
313,429,2.703404722532423
313,501,2.7123631348044586
313,507,2.8303497315729107
314,218,2.769886102063253
314,246,2.7339298759540753
314,314,0.0
314,410,2.922612793421861
314,430,2.808634655106991
314,502,2.603749546837558
314,504,2.7482402183706482
315,219,2.7337144282148733
315,247,2.6553025818520264
315,315,0.0
315,411,2.8609152021132482
315,431,2.683518042168661
315,503,2.623312353358455
315,505,2.9104350337219156
316,222,2.8623865359070586
316,248,2.8231382006473917
316,316,0.0
316,414,2.9119522477174846
316,420,2.718945086336453
316,496,2.7088197469379103
316,510,2.928736418567799
317,223,2.9707975732910477
317,249,2.710954580632186
317,317,0.0
317,415,2.9087502186065564
317,421,2.623135719934313
317,497,2.636000744887917
317,511,2.7860615757894083
318,220,2.848815771694879
318,250,2.6770325896135336
318,318,0.0
318,422,2.716384092192127
318,498,2.5626104164123347
318,508,2.8185929115348256
319,221,2.9418074953430584
319,251,2.6986112714076476
319,319,0.0
319,413,2.9885503882058093
319,423,2.643795053190004
319,499,2.6977334348128945
319,509,2.9460072589757185
320,224,2.620536930583709
320,256,2.7063700606708956
320,320,0.0
320,384,2.6228949381400537
320,416,2.5829957583747096
320,512,2.7729318620362915
320,524,2.6882732755328385
321,225,2.592181749147526
321,257,2.6465822630383284
321,321,0.0
321,385,2.606556737329307
321,417,2.6705215718586834
321,513,2.645035325360784
321,525,2.707885667898474
322,226,2.794659510496289
322,258,2.7174519134203465
322,322,0.0
322,386,2.5468492750040093
322,418,2.5437956764851717
322,514,2.8813858549617417
322,526,2.7939060459891913
323,227,2.590366698307833
323,259,2.6500222080780658
323,323,0.0
323,387,2.584776471940843
323,419,2.8220614752938515
323,515,2.5291095568517163
323,527,2.6795735181058102
324,228,2.6421115560167037
324,268,2.855363274962638
324,324,0.0
324,392,2.979647242644214
324,420,2.6580443437306487
324,516,2.570116294321484
324,520,2.845021140017042
325,229,2.55426014544382
325,269,2.7359867808479232
325,325,0.0
325,393,2.9177783170365292
325,421,2.60142975016589
325,517,2.656068706661351
325,521,2.8821532626118236
326,230,2.675717064695537
326,270,2.867307649638166
326,326,0.0
326,394,2.8446059084167308
326,422,2.627644602828456
326,518,2.5627810771819863
326,522,2.9358855323294044
327,231,2.7109367434846687
327,271,2.7621507138495587
327,327,0.0
327,395,2.922373807076854
327,423,2.6059441061089608
327,519,2.6550829420536304
327,523,2.910587903249768
328,233,2.636217215388078
328,260,2.539489626882814
328,328,0.0
328,396,2.701093065015937
328,425,2.610656843116745
328,516,2.5369725316446012
328,520,2.645682417502214
329,232,2.5320486725446116
329,261,2.5752108357637424
329,329,0.0
329,397,2.644629386665878
329,424,2.658521588917911
329,517,2.671541673238958
329,521,2.7388175303293574
330,235,2.7225938821165694
330,262,2.6894459260771364
330,330,0.0
330,398,2.649068330241227
330,427,2.555824607340495
330,518,2.61301664073451
330,522,2.769049740603503
331,234,2.686868172549122
331,263,2.673997042662111
331,331,0.0
331,399,2.7154589924264676
331,426,2.4770524332983785
331,519,2.754608591517497
331,523,2.5742548573628574
332,237,2.5579953144297884
332,264,2.8489153518444374
332,332,0.0
332,388,2.7392902610474374
332,429,2.6092578511201405
332,512,2.963779299247397
332,524,2.610142890483124
333,236,2.656811977877163
333,265,2.8254934432746874
333,333,0.0
333,428,2.575101910916077
333,513,2.839153042512954
333,525,2.677718176488859
334,239,2.590770982832995
334,266,2.90880334795894
334,334,0.0
334,390,2.8257248996436406
334,431,2.6666110072667797
334,514,2.857243244888424
334,526,2.6295805935222103
335,238,2.702564862479258
335,267,2.907828624333204
335,335,0.0
335,391,2.9416240540957705
335,430,2.7005595389627994
335,515,2.803224376226458
335,527,2.737033963677911
336,197,2.5315084889126833
336,265,2.5200068363823402
336,336,0.0
336,432,2.5351809437756008
336,448,2.4974473155053785
336,529,2.5996218611100206
336,541,2.614188378282521
337,196,2.7132534484540765
337,264,2.661820127045643
337,337,0.0
337,433,2.5883828600184797
337,449,2.532994213336735
337,528,2.7206800508543836
337,540,2.60975455146353
338,199,2.79743227017316
338,267,2.570376289580283
338,338,0.0
338,434,2.543836597025654
338,450,2.6071649607288525
338,531,2.600063951975595
338,543,2.7376685763654973
339,198,2.5675119515439118
339,266,2.6301131322001865
339,339,0.0
339,435,2.6170156103389997
339,451,2.5843834532414727
339,530,2.6661812884290557
339,542,2.689981199661655
340,192,2.6758401410616326
340,256,2.861402518838208
340,340,0.0
340,436,2.5542927321058806
340,456,2.8454769987423236
340,532,2.679158146248287
340,536,2.9096788187496343
341,193,2.650000741115925
341,257,2.933188662594496
341,341,0.0
341,437,2.672154106237226
341,457,2.8982407313513607
341,533,2.611282525259705
341,537,2.810064338582636
342,194,2.778378779867025
342,258,2.788310661166401
342,342,0.0
342,438,2.7210085693088244
342,458,2.7898296847309134
342,534,2.6248437546182837
342,538,2.8820131122704478
343,195,2.7232031910333228
343,259,2.8008418916961824
343,343,0.0
343,439,2.565804850140576
343,459,2.8882258105196366
343,535,2.718132570257928
343,539,2.882386058121491
344,200,2.781570844921408
344,268,2.6022863976961865
344,344,0.0
344,440,2.6991726487478584
344,460,2.639019981711093
344,532,2.6393041317768446
344,536,2.6089159497491656
345,201,2.5368982752825717
345,269,2.477925722343338
345,345,0.0
345,441,2.7200328787841905
345,461,2.7715737948444095
345,533,2.6438272645260215
345,537,2.734708702866671
346,202,2.6121183905593326
346,270,2.676241457501826
346,346,0.0
346,442,2.4670756222443364
346,462,2.6742416680600267
346,534,2.769951051089501
346,538,2.6384505049606637
347,203,2.67279148153725
347,271,2.7372782604957098
347,347,0.0
347,443,2.640539584017296
347,463,2.626296236607096
347,535,2.6399420522824943
347,539,2.5942702852509685
348,205,2.7141289975391474
348,261,2.6833015242734812
348,348,0.0
348,444,2.6003092074065592
348,452,2.6414169927717226
348,529,2.56297847248969
348,541,2.5040243245622724
349,204,2.6951701735155833
349,260,2.6833731178883538
349,349,0.0
349,445,2.7433738102848535
349,453,2.68951052367515
349,528,2.6802978932522064
349,540,2.554327710078683
350,207,2.7192217603698525
350,263,2.730833516324189
350,350,0.0
350,446,2.6552732653867195
350,454,2.6127866474109727
350,531,2.7694123070689063
350,543,2.6608182763210078
351,206,2.706926889091704
351,262,2.546700449012026
351,351,0.0
351,447,2.6158059022620233
351,455,2.6143863603587634
351,530,2.7000842584571405
351,542,2.5756030480297007
352,236,2.5706841883397438
352,244,2.649770834709583
352,352,0.0
352,448,2.55943858131487
352,464,2.569886642270308
352,544,2.711757106885525
352,556,2.652370065499892
353,237,2.681048842829372
353,245,2.733720892072908
353,353,0.0
353,449,2.5685763718097987
353,465,2.6977923373144153
353,545,2.603116905932618
353,557,2.6821762707080365
354,238,2.554502584504202
354,246,2.5813457564632563
354,354,0.0
354,450,2.5457294481585753
354,466,2.6516694186881056
354,546,2.6051455308119595
354,558,2.6412658759521612
355,239,2.6435732161007586
355,247,2.5777958364404996
355,355,0.0
